name	181004-190521_Brain_S35	32150116_EXO_S31	32150161_EXO_S32	32150704_EXO_S33	32150978_EXO_S34	32160284_EXO_S1	32160340_EXO_S2	32160373_EXO_S3	32160612_EXO_S4	32160622_EXO_S5	32160628_EXO_S6	32160670_EXO_S7	32160765_EXO_S8	32160965_EXO_S9	32161004_EXO_S10	32161013_EXO_S11	32161045_EXO_S12	32161046_EXO_S13	32161065_EXO_S14	32161104_EXO_S15	32161237_EXO_S16	32161245_EXO_S17	32161253_EXO_S18	32161392_EXO_S19	32170016_EXO_S20	32170083_EXO_S21	32170268_EXO_S22	32170269_EXO_S23	32170272_EXO_S24	32170383_EXO_S25	32170385_EXO_S26	32170409_EXO_S27	32170434_EXO_S28	32170450_EXO_S29	32170652_EXO_S30
hsa-miR-200a-3p	261	8101	2242	9993	116	1128	6193	519	1580	8935	2475	65	726	3398	7086	4429	9150	682	9406	3125	9846	8536	10448	1270	10872	4468	1632	1242	10943	4848	4529	1070	11040	8869	8854
hsa-miR-200a-5p	70	689	146	456	51	80	262	16	81	451	134		35	180	413	305	604	1	605	222	504	300	457	78	681	261	107	78	449	303	202	19	635	438	1119
hsa-miR-200b-3p	948	34978	6192	25584	632	4076	19311	1626	5799	30167	7547	221	3130	10611	18500	19059	33962	2152	25629	11014	29938	35927	24200	3269	35258	14370	4547	3701	35946	16204	15399	2312	42728	31104	51586
hsa-miR-200b-5p	98	1821	510	1448	22	248	1415	98	338	1669	362	39	296	585	1541	1007	1984	105	1143	578	1193	898	967	80	1622	569	268	181	1472	821	353	100	1842	1004	3038
hsa-miR-200c-3p	515	33679	5634	25002	634	4423	18926	1658	6937	26913	5891	803	3400	11461	22710	19155	29990	2423	30683	9213	27274	20263	16099	3061	29573	14486	6325	3815	22314	17284	9905	2007	37636	23316	56507
hsa-miR-200c-5p							12			6												15									6		14	6	
hsa-miR-203a-3p	4605	49667	6809	6244	1509	7695	14518	1837	6691	8802	6619	2605	1587	6783	5818	6843	16950	1712	11145	6090	8818	13743	7626	1130	14471	13651	3512	1502	11850	8718	6084	1795	23391	17516	11250
hsa-miR-203a-5p																				11															
hsa-miR-203b-3p	313	26				1	16		27	52	16		1	7		33	38			17		25	4			17			22	45	5		38	28	19
hsa-miR-204-3p	219	543	121	903	7	51	275	6	25	526	38	44	11	86	550	183	489	21	81	40	267	104	343	29	596	123	10	25	366	130	57	1	360	207	717
hsa-miR-204-5p	21585	37291	16044	59475	1000	2538	19574	506	3377	27391	8393	150	2227	9597	26918	17100	39162	1810	6580	2057	24068	12114	20754	2653	50003	11534	2118	1266	34853	9226	5602	2175	38502	21783	47589
hsa-miR-205-5p	14	8400	1083	578	110	856	2118	249	1352	613	1118	298	418	1006	663	616	2956	105	1902	662	335	1333	1308	206	1768	2256	549	129	1963	939	1719	166	2733	4293	808
hsa-miR-206	29	16	8	53	1		33		15	21		1		27	1	12	11	6		1	35	1	9	7	19				59	30	2		66	24	63
hsa-miR-208b-3p	10																																		
hsa-miR-20a-3p	71	29	22							16							4			20					12										
hsa-miR-20a-5p	1967	296	22	146		42	207	9	22	123	53			95	194	71	257		115	60	336	280	351	40	406	150	17	9	247	129	112	25	196	238	463
hsa-miR-20b-3p	17						20																		2										39
hsa-miR-20b-5p	403	21		85			32		9	74			18	21	46	28	37		44		79	58	59	4	78	3	4	17	78	14	7		51	24	173
hsa-miR-21-3p	94	89	65	20		13	25		40	60	25	1		30	29	32	96		137	55	108	21	62		125	75	36	7	65	54	3		76	57	129
hsa-miR-21-5p	145978	73743	41021	31402	2403	16600	30087	6448	18275	79788	19944	3654	6475	22764	51047	25255	47436	2970	157884	48834	54014	40326	44948	6090	73493	52169	35180	13922	47877	30537	22469	5911	49524	56714	64633
hsa-miR-210-3p	138	133	8	99		64			49	87		35	31	47	28	51	57		39	34	98	38	27	41	112	29	18		69	74	23	8	43	81	26
hsa-miR-210-5p	62	41	4	18		19				30	3		11		17		20		35						16	6	8	9		7	10			5	
hsa-miR-211-5p	57	21	36	72		2	75		8	28	4		1	3	17	5	38		1		11	5	40	1	58	4	1	8	35	24	11	1	46	29	69
hsa-miR-2110	1580	127	26	59			23		28	167	32		20	76	170	60	160		37	33	211	80	78	19	96	48	15	14	59	49	41	23	107	76	187
hsa-miR-2113	141																																		
hsa-miR-2115-3p																																	19		
hsa-miR-2115-5p	9	22																	13																
hsa-miR-2116-3p	133	43		16						50			6	21	36	31	19						13		18				7	6	12		5	6	83
hsa-miR-2116-5p	6																																		
hsa-miR-212-3p	2082													2	21									5	3										
hsa-miR-212-5p	3881																			12						5									1
hsa-miR-214-3p	1079						1								39						1				36	6									
hsa-miR-214-5p	14																																		
hsa-miR-215-5p	28	26	4	46						48	2	177		1	55	3	20		5	32	28	56	3		46	13		13	42	4	15		3	14	54
hsa-miR-216a-3p	1																																		
hsa-miR-216a-5p																													10						
hsa-miR-216b-5p	78		3							26				11								37			4	1	4		27	13	11			6	
hsa-miR-217-5p	75																													5			15		
hsa-miR-218-5p	60107	323	71	162	3	2	74	1		245	172	1	19	51	43	77	232	12	190	41	401	130	529	13	236	131	29	17	238	98	128	47	167	219	277
hsa-miR-219a-1-3p	25													12											5								7		
hsa-miR-219a-2-3p	406404		8		4		8				3	3				1					12	1			2	1	24	2	5		1		3	2	3
hsa-miR-219a-5p	641																																		
hsa-miR-219b-3p	11																																		
hsa-miR-219b-5p																													11						
hsa-miR-22-3p	43077	3605	1245	3157	145	470	2322	130	922	6306	1698	330	832	1840	3894	1422	4664	200	2622	783	3594	2897	3375	378	4701	1891	781	546	4164	2325	1046	366	3547	3325	5403
hsa-miR-22-5p	3030	243	33	182		16	154			196	60		14	95	69	152	281		270	104	259	277	186	20	368	129	83	25	258	168	122	11	223	234	363
hsa-miR-221-3p	59130	5898	614	2862	54	936	4650	478	1296	3833	1732	60	1139	1600	5001	3147	4431	439	2948	1697	6996	4977	2867	847	4405	2064	545	563	4602	2460	2167	696	4279	6825	4525
hsa-miR-221-5p	2698	106	34	57	8	8	136		25	51	28		15	8	226	113	100		26	4	105		69	6	120	10			46	43	11		69	122	115
hsa-miR-222-3p	81084	7113	923	4710	103	1554	6022	682	1599	5541	2809	185	1666	1917	8821	4456	6823	650	3433	1578	8295	4493	4856	996	5541	2183	694	561	7010	3550	2554	1021	6384	9956	6813
hsa-miR-222-5p	16									33			7		50	10			30				27		24	13	4		9					11	
hsa-miR-223-3p	4344	853	3944	34	1	30	19	101	84	919	172	88	14	899	127	64	3	23	18134	2144	106	16	20653	59	657	7544	160	84	1558	256	27	12	96	1179	24
hsa-miR-223-5p	50	7	17							18				31					58				134		40	93			30						
hsa-miR-224-3p	19	25	29	14			14			34	45						33					30	12	4	8	10	8		30				11	44	47
hsa-miR-224-5p	419	1778	378	373	64	224	401	97	344	301	58	1	86	224	241	326	725	31	1646	618	645	1062	533	92	513	789	517	164	582	321	234	29	667	1140	966
hsa-miR-2276-3p	39																41								13				1						
hsa-miR-2277-3p	12																																		
hsa-miR-2277-5p	173																																	11	
hsa-miR-2278	49																					9													
hsa-miR-2355-3p	498	17					13												19		37		8		27								24	9	60
hsa-miR-2355-5p	13																																		
hsa-miR-23a-3p	37640	9564	2808	6299	216	917	4975	352	1770	7689	2468	694	1109	2750	5216	3578	8468	596	6159	2157	7260	7206	7638	1032	10960	4554	1154	946	7820	3361	2397	466	7707	7988	10955
hsa-miR-23a-5p	36	30	59	78			27		4	25			13	7	21	42	36			11	31	23	53		8	16	6		10	9			15	12	79
hsa-miR-23b-3p	145112	15473	4220	6466	201	942	6084	309	1472	9601	5342	685	759	3921	7110	5293	9260	569	5782	2984	11313	8703	9554	938	18533	5702	1154	1379	15042	4486	3008	1008	8426	7421	12585
hsa-miR-23b-5p	1244	33	55	50			25			45	19			50	98	78	41	4		87	25	96	34	11	93	36	19		62	9	23		27	15	37
hsa-miR-23c	170	29	5	8		1	8		2	3	3	1		2	4	2	8		6	4	9	9	6	1	13	6		3	15	7	5		20	3	11
hsa-miR-24-1-5p	1691	21	15	61		28	27			76	17	1		17	116		12		19	5	81	13	3	9	66	33		16	56	46	5	3	44	45	10
hsa-miR-24-2-5p	193	77		38		62	43		15	82				45	71		53		18	54	78	58	50		88	47	13		50	31	13	5	23	48	102
hsa-miR-24-3p	117788	5216	1985	4286	185	515	2729	301	1151	5905	1560	52	497	1294	3430	2019	4240	283	2907	706	3683	2624	2717	379	6932	2785	653	662	4244	1912	886	363	3568	3387	4628
hsa-miR-25-3p	16011	2401	561	2279	29	269	1780	63	267	2001	525	20	311	1124	2242	1175	2500	158	3238	693	2126	1848	2437	246	2462	1193	301	333	2746	1040	947	87	2103	1419	5322
hsa-miR-25-5p	111	37	60				50							20								16			35		6		16		9		10	10	
hsa-miR-2681-3p	147																																		
hsa-miR-2681-5p	38																																		
hsa-miR-2682-5p	314																																		
hsa-miR-26a-1-3p	7									7	4				34		1		8		49		11		14	10					6		15		
hsa-miR-26a-2-3p	458	26	5	21			42			33	49		17		2	15	26	7	50		43		89	5	21		5	12	73	8	16		47	7	52
hsa-miR-26a-5p	1797413	163582	31993	127556	2943	13419	92588	5693	22078	132504	42568	1446	14069	41506	117229	72507	133437	10698	69610	25063	138477	92060	117445	13966	166912	49369	14788	12261	171603	62692	40657	10590	124980	116650	180190
hsa-miR-26b-3p	172	54								33	58			34		40	30		18		79	20	45		25	39		18	41	17	14	25	30	41	22
hsa-miR-26b-5p	142339	23128	5843	19307	572	1736	12537	887	3608	22103	7830	145	2031	6400	16053	11974	21359	1604	17646	4834	17577	16468	13756	1872	23996	8664	2241	2110	23527	10206	7292	1376	18495	19708	30798
hsa-miR-27a-3p	24472	2792	1133	2003	192	506	1656	230	352	3116	563	1178	303	963	2606	1515	2749	268	2180	984	2362	2518	2177	319	3392	1810	521	412	3318	1542	944	317	2062	3011	2715
hsa-miR-27a-5p	17	44	13						15					24		22	13		35	29	73	31	114	6	73	50			21	1			8	12	
hsa-miR-27b-3p	465791	27074	8076	13353	481	1327	9709	705	2208	19784	9416	1293	1164	6673	13571	9343	17017	993	10243	4904	17432	11906	17929	1649	33791	10433	2454	2316	23326	7825	5020	1925	14219	12953	19815
hsa-miR-27b-5p	1411	154	17	62			53	22		105	126			35	38	27	22		138	22	135	193	135	9	112	48			113	40	23		90	69	110
hsa-miR-28-3p	8201	3088	572	2096	31	408	2545	114	365	2962	910	67	274	750	1881	1648	3081	235	3488	883	2439	1444	1724	220	2471	855	424	169	2276	925	835	143	2205	1715	6379
hsa-miR-28-5p	9361	1043	231	676	19	89	534	21	87	1310	335	36	78	192	352	333	747	46	780	171	957	682	868	73	1110	432	139	96	913	276	394	71	903	817	902
hsa-miR-2861							13																6		7						10				
hsa-miR-296-3p	167									12					24		4							1	4	12			30	20	5		29		
hsa-miR-296-5p	51			32		10	22															8				2				7			7	5	56
hsa-miR-299-3p	115																																		
hsa-miR-299-5p	869																				1														
hsa-miR-29a-3p	157916	5312	1032	3174	88	416	2868	180	887	4476	1502	89	707	1429	3496	1800	3751	275	2563	840	3948	3794	4922	465	6070	2170	669	498	6171	2279	1678	409	4389	3569	4359
hsa-miR-29a-5p	131	28		27						28	16				36		34						37											7	
hsa-miR-29b-1-5p	602	23	39	79			8		13	35	77			8	64	35	66		86		12	37	103		17	22	3		117	30	17	14	15	23	49
hsa-miR-29b-2-5p	2031	55	39				16			55			1	20		10	51		57		24	9	37		20	42	13		11	12	11		25	8	95
hsa-miR-29b-3p	13829	478	132	501	19	173	295		126	853	235	49	86	290	632	353	670	72	575	207	514	479	407	56	559	334	109	78	630	367	174	55	925	488	731
hsa-miR-29c-3p	8721	1048	97	556	77	57	695	74	152	968	303	50	76	335	747	284	890	34	754	267	806	734	437	143	961	423	102	125	856	448	340	61	869	525	1187
hsa-miR-29c-5p	955	161	18			8	127		23	96				40	160	76	89	25	43	184	132	371	44	24	85	29	14	34	304	81	152		148	236	251
hsa-miR-301a-3p	4													20											6	6									
hsa-miR-301a-5p	158														41											9					2			3	
hsa-miR-301b-3p																											3								
hsa-miR-302a-3p	14	1	2											1		1													2			6	12	5	2
hsa-miR-302a-5p	56	5	19							15																	1		9	2	2	11	12	8	3
hsa-miR-302b-3p	16	15	16							1																10	7	8	8	2	7	36	47	26	23
hsa-miR-302c-3p	21	4																														5	3	2	1
hsa-miR-302c-5p		1																															2	2	
hsa-miR-302d-3p		5	4																									1				7	11	4	4
hsa-miR-3059-3p	4																																		
hsa-miR-3059-5p	635																																		
hsa-miR-3064-3p	8																																		
hsa-miR-3064-5p	146			41						5	12										24								6		12		7		18
hsa-miR-3065-3p	65		9										36	4	83	25	26	7		9	40	37	55	8	24		29	17	43	33	16		8	8	29
hsa-miR-3065-5p	133	12		94			85			12	36			25	98	31	10	8			64	76	40	14	100	11		23	25	11	36		14	45	8
hsa-miR-3074-3p				9							58							15																	
hsa-miR-3074-5p	43									8						1	22		15				8		3				16	5			8	9	
hsa-miR-3085-3p	31																13																	5	
hsa-miR-3085-5p	27																																		
hsa-miR-30a-3p	19241	36963	7576	30752	727	3457	28919	1061	5844	38891	9392	279	3786	11661	37197	17372	35999	2602	12864	5182	25487	18820	23296	2552	28320	8193	3374	1864	38697	11111	7877	1505	21289	24910	67063
hsa-miR-30a-5p	491333	513865	104572	364606	8473	28031	256998	13084	61497	413970	120041	3843	42680	132086	359765	206193	397833	31368	125009	65387	378834	250152	346150	40485	588508	158064	38059	32838	550150	179830	105286	29745	339101	298928	624411
hsa-miR-30b-3p	267	85	18				41			140				8	50	28	40		17		11	57	37	5	19	10			38	20	9		16	57	183
hsa-miR-30b-5p	15312	16636	2295	11304	253	633	9888	349	1949	8987	4397	92	1387	3279	9559	5861	13356	831	2818	2347	10658	15477	13047	1152	12633	4073	895	1031	21503	4351	8013	902	11678	22511	13843
hsa-miR-30c-1-3p	274	46	14	27			50			36	1			10	49	58	63					21	10		21	1			38		13	3	10	19	9
hsa-miR-30c-2-3p	2444	1710	380	2052	29	157	1401	41	212	2217	393	2	141	542	940	721	1740	71	290	151	1680	628	1305	177	1870	584	137	106	1743	532	224	107	1211	1144	2235
hsa-miR-30c-5p	154493	102268	21800	78345	1486	5903	57281	2212	12528	78125	26465	791	9582	25027	60800	54630	90825	6530	21508	15315	71230	62553	68669	7566	92447	26867	5684	5920	123151	31678	32763	5906	77313	102704	107211
hsa-miR-30d-3p	81	63	18	26		3	23	2	2	18	49		1	27	13	24	41		27	16	40	9	15	2	19	4	6	1	37	2	12	1	8	32	40
hsa-miR-30d-5p	716143	240354	36313	148648	2417	11565	103666	4639	22974	148846	57184	1023	22306	51302	133992	87493	175852	10108	56151	17972	159618	70930	176622	12036	163621	56873	15190	11354	149989	61754	35735	13175	145127	106133	253323
hsa-miR-30e-3p	16763	5412	666	3644	117	310	5204	123	675	5495	1607	146	774	1368	3595	2415	6176	259	3378	872	5055	3279	3832	322	3189	1545	663	258	6013	1470	1547	432	3382	3566	7416
hsa-miR-30e-5p	77728	24815	4721	17604	300	1337	11843	608	3116	20778	7689	183	2623	4930	12309	10858	21548	1196	9606	2856	19287	11393	22048	2233	21651	9410	2163	1438	21320	9368	5819	2155	19393	15234	19962
hsa-miR-31-3p				31		18				7										15	38	23			3	12			8	6			12		
hsa-miR-31-5p	4400	1181	738	963	52	354	1076	231	379	3190	417	173	476	508	1560	683	1554	195	1999	372	1365	888	1456	182	1731	701	452	153	1440	987	370	106	1706	1412	1547
hsa-miR-3115	29																																		
hsa-miR-3117-3p	74																																		
hsa-miR-3120-3p	81																														3				
hsa-miR-3121-3p				38																															
hsa-miR-3122																	13																		
hsa-miR-3124-5p	43	8			1			14			18						10												1						
hsa-miR-3125	24						28												36				6										11		
hsa-miR-3127-3p	18																																		
hsa-miR-3127-5p	111	11		25							1					12	10		29				27		15						8				
hsa-miR-3128	13																																		
hsa-miR-3129-3p																									2										
hsa-miR-3129-5p	17																																		
hsa-miR-3130-3p	20	15								5																					6				
hsa-miR-3130-5p																												5							
hsa-miR-3133																									4	4									
hsa-miR-3138																														18					
hsa-miR-3139	34																																		
hsa-miR-3140-3p	8	8																															3		
hsa-miR-3144-3p		5												19		58	14				22		38		12					23	6		5	21	16
hsa-miR-3144-5p		20												4									5		1				14	13				43	
hsa-miR-3145-3p																					21										5			6	19
hsa-miR-3145-5p	14																									4									
hsa-miR-3149	39																								8									2	
hsa-miR-3150a-3p												1																							
hsa-miR-3150a-5p	19					1				11										30					2	1					1			2	
hsa-miR-3150b-3p													5	9									10									5			
hsa-miR-3150b-5p																							15												
hsa-miR-3151-5p	56																																		
hsa-miR-3152-5p	4																																		
hsa-miR-3154	23																																		
hsa-miR-3156-5p					1																														
hsa-miR-3157-3p																					26													2	
hsa-miR-3157-5p	53																																		
hsa-miR-3158-3p	45		1							10						30									8					9			2	14	
hsa-miR-3158-5p										12																									
hsa-miR-3167	36																																		
hsa-miR-3173-3p		7																											7						
hsa-miR-3173-5p	664	108	48			32	2	12		58	33		14	19	53	25	11		7		27	30	56		61				6	6	8		12	50	81
hsa-miR-3174	6																																		
hsa-miR-3176	7																								5										
hsa-miR-3177-3p	176						49										11										6								
hsa-miR-3178	11	35	27			61		1	7	15		41		9					37			22			34	8	6	7	31				57	23	9
hsa-miR-3179	30													22			13																		
hsa-miR-3180-3p	91																																		
hsa-miR-3180-5p	75																																		
hsa-miR-3181																										1									
hsa-miR-3182	25	9					9							7		31	10									6							12		
hsa-miR-3183														1																					
hsa-miR-3185																1						10													
hsa-miR-3187-3p	44	11					24			11				13	49								19												
hsa-miR-3188	52																																		
hsa-miR-3190-3p	12																																		
hsa-miR-3192-3p																											2								
hsa-miR-3192-5p	55																18																		
hsa-miR-3193			1																																
hsa-miR-3194-3p	62																																		
hsa-miR-3195	7														54			7					7			6							11		
hsa-miR-3197						10																													
hsa-miR-3199	43																																		
hsa-miR-32-3p	778	60	31	66			22	17		96	58			61	38	74	94		39		93	45	54		34	44			73	7	7		103	46	
hsa-miR-32-5p	861	121	11	20			57			128	56			46	87	80	118		82	39	126	76	32	7	70	45	22	14	60	71	28	2	46	25	196
hsa-miR-3200-3p	2331													7							35				9	9			13	10			14		11
hsa-miR-3200-5p	294									17																									
hsa-miR-320a-3p	69552	17930	4620	13755	473	2565	7121	615	1786	8607	3864	786	1756	4554	14737	9953	10542	1104	5313	1969	12787	6023	13190	1763	20610	3940	2350	1760	13017	5709	2746	843	8467	6900	23988
hsa-miR-320a-5p	24																								8										
hsa-miR-320b	5104	873	185	1091	165	244	503	37	152	634	261	421	229	277	930	655	581	154	260	218	651	322	617	184	956	170	171	237	745	440	220	116	413	519	1101
hsa-miR-320c	3325	584	150	852	90	232	417	23	94	394	142	104	114	146	572	490	326	39	177	91	342	179	375	72	619	100	117	151	513	285	104	46	201	327	842
hsa-miR-320d	1803	135	26	346	25	76	122	1	30	115	39	103	42	73	330	179	154		155	57	104	43	128	36	155	30	47	102	171	130	20	12	77	109	126
hsa-miR-320e	146	3		70		1	1		1	11		4	19	2	44	3	1		1	1	16	1	16		12	16		1	30	4			1	4	9
hsa-miR-323a-3p	51381			29	1	17	1			16	50			3	43		1	15			3	20			13	5	21	15	7		17			6	25
hsa-miR-323a-5p	1250																							12			9			1					
hsa-miR-323b-3p	5481	16		1						28	1				1		5				30	21		8		11	22	1			16				
hsa-miR-323b-5p	17																																		
hsa-miR-324-3p	3255	184	93	91			186		11	283	121		42	102	124	58	230	9	104	69	259	175	222	11	180	71	15	36	273	70	84	19	144	155	320
hsa-miR-324-5p	1908		4											11	27	10	24		21		23		7	11	12	19			32		6		26	1	96
hsa-miR-326	960			6			21		17	14						6	31		39	2	43	86	1	3	12	3			2	14	32		21	9	
hsa-miR-328-3p	15813	305	69	281	11		25	1	36	235	94		48	60	277	132	221	7	114		333	179	276	23	390	84	18	32	221	85	36		233	131	516
hsa-miR-328-5p																							14		3						1				
hsa-miR-329-3p	49562		1	1	1			1		10	70	1					12				21				4	23	11		27				5	12	35
hsa-miR-329-5p	1115																																		
hsa-miR-330-3p	31687	94	11	53			143	10		98	29		35	50	76	102	123		29	27	68	37	103	4	59	41	16		159	103	61	9	124	98	123
hsa-miR-330-5p	4527	14								14		2		8	32		9						4			7			15				3	5	
hsa-miR-331-3p	3549	215	51	479		21	154	9	41	217	137		15	51	238	204	239	23	131	73	239	243	93	9	290	111	39	27	231	127	60	17	205	203	363
hsa-miR-331-5p	449	100	11	19											43	1	6		38			18	58		32		22		33		12		14	42	43
hsa-miR-335-3p	7357	261	103	150		42	20	15	35	511	65			74	217	54	243			46	223	207	102	8	146	142	24	54	194	69	14	39	294	98	270
hsa-miR-335-5p	25727	484	284	749	8		989	21	27	1970	364		67	327	773	236	982	39	211	40	573	359	535	20	767	566	63	93	668	311	82	60	1372	330	836
hsa-miR-337-3p	698	21		1																															
hsa-miR-337-5p	41									15																									
hsa-miR-338-3p	29335		1											12		38	1			19	2		6		6	7	3		76					5	
hsa-miR-338-5p	81218	42		55		15	25					1		20	17	12			103		2	1	116		27	22	3	1	95	7	1		16	24	1
hsa-miR-339-3p	2511	121		225			171	4	16	251	94		20	57	364	182	133		26	64	204	143	237	34	246	45	46	11	122	96	43	14	129	165	184
hsa-miR-339-5p	888	474	137	219	11	56	185	8	45	254	43	1	69	103	253	325	367	57	139	100	261	361	309	93	439	119	43	54	350	156	143	27	424	531	542
hsa-miR-33a-3p	32																7						4			8			6					8	
hsa-miR-33a-5p	249			30					1	13				27	31		36				22					9			10				9	6	
hsa-miR-33b-3p																											14								
hsa-miR-340-3p	21757	247	110	228	2	44	130	6	2	251			32	68	85	78	204	1	161	27	172	130	163	21	208	126	32	23	169	76	47	20	180	183	180
hsa-miR-340-5p	68558	628	180	328			339	11	99	478	113	32	27	202	163	113	343	37	690	91	775	263	704	40	823	234	82	31	419	148	146	19	419	442	533
hsa-miR-342-3p	26862	942	297	1011	92	112	561	18	103	731	412	1	57	424	860	397	1155	54	339	232	696	797	863	56	1280	432	57	205	976	365	305	70	1034	801	1270
hsa-miR-342-5p	1906	41	42	16	24		17	11			25		16	7		55	17		64			21	50		36	30		17		21	18		36	18	15
hsa-miR-345-3p															36																				
hsa-miR-345-5p	2143	253	48	393	20		135	38	29	744	147	1	53	220	231	176	350	23	153	59	116	239	465	22	494	144	37	35	364	175	150	2	384	261	477
hsa-miR-346	6362	1																			1														
hsa-miR-34a-3p	36																													6	2			2	
hsa-miR-34a-5p	3586	118	15		11	32	31		37	81				75	89		142		58	32	30	236	16	7	64	103	35		85	38	53		177	81	73
hsa-miR-34b-3p	585	100	14	32																	1		37			9								9	26
hsa-miR-34b-5p	19																																		
hsa-miR-34c-3p	112																																		
hsa-miR-34c-5p	377	9	9																															6	
hsa-miR-3529-5p	110																																		
hsa-miR-3605-3p	807	158	91	47					10	57	95			11	142	205	51	6	47		17		40	6	79		8	16	73	23	10		56	39	104
hsa-miR-3605-5p	187	21								14							16											13		8			5	5	
hsa-miR-361-3p	14067	1018	263	549	1	166	374	28	55	616	272	22	116	354	1114	475	884	36	644	286	774	726	1141	118	1035	382	106	175	1569	450	395	87	588	959	1108
hsa-miR-361-5p	18270	1085	234	962		108	828	21	120	926	289	57	107	281	699	468	1078	53	540	238	1081	585	777	98	1146	377	98	64	1273	362	376	89	946	852	1463
hsa-miR-3611																															7				
hsa-miR-3612	51																																		
hsa-miR-3613-3p	16													6					19				15						1				1	4	
hsa-miR-3613-5p	12204	191	92	263	2	20	97		34	266	114	1	37	142	267	194	173	7	406	85	247	135	455	41	268	282	44	22	216	113	81	37	103	169	294
hsa-miR-3614-5p			20														3						41							9	1				
hsa-miR-3615	2706	195	33	123	10	7	60	6		124				6		43	78	22	93	19	93	21	82	8	161	51		3	110	27	46	11	22	39	118
hsa-miR-3616-5p																						11													
hsa-miR-3617-5p	66					21													28																44
hsa-miR-3619-3p	23																																		
hsa-miR-3619-5p	13																																		
hsa-miR-362-3p	60	132	5	23						112	21	1	19	34	171	19	66	8	24	17	65	65	115		94	21	16		75	17	21	11	61	44	86
hsa-miR-362-5p	885	908	93	422	16		455		32	552	245		64	190	545	131	521	28	173	91	546	281	578	61	745	269	36		713	244	180	51	592	293	413
hsa-miR-3620-3p	43	14																																	
hsa-miR-3621																											9		10						
hsa-miR-3622a-3p	73			20																														5	
hsa-miR-3622a-5p	162	24		36			11								29		21							5	1				15						
hsa-miR-3622b-3p	7																																		
hsa-miR-3622b-5p																22																			
hsa-miR-363-3p	8084	776	239	966		15	376		62	469	325		52	265	734	354	906	44	428	144	1759	897	509	61	987	247	154	837	1266	277	199	82	616	740	2904
hsa-miR-363-5p	62								10																4	14	11								37
hsa-miR-3646																																	8		
hsa-miR-3648	9								3															20			11			1					23
hsa-miR-3651						11																													
hsa-miR-3652																												4							
hsa-miR-365a-3p	2090	242	34	131		33	115	30	23	102	46			30	48	218	89	23	133	75	180	272	126	43	215	59	46	29	379	106	98		101	201	199
hsa-miR-365a-5p	84		13							7	35			1				1	11			27				5			16	16		10		18	
hsa-miR-365b-3p	2090	242	34	131		33	115	30	23	102	46			30	48	218	89	23	133	75	180	272	126	43	215	59	46	29	379	106	98		101	201	199
hsa-miR-365b-5p	28			37						47				6	14	20	14				6		17		17	10							11	12	51
hsa-miR-3661						1																													
hsa-miR-3662	12																																		
hsa-miR-3663-5p		1																						11							2				
hsa-miR-3664-3p										11												9		5	7				17		6				
hsa-miR-3664-5p				23																															
hsa-miR-3665																29																			
hsa-miR-367-3p		2																											1			2	1		
hsa-miR-3679-5p	44	6		27						16				14	14						30				16				7						32
hsa-miR-3681-5p	27																																		
hsa-miR-3685	11																																		
hsa-miR-3688-3p										7															9								6		
hsa-miR-369-3p	38231	45	43						13	30	17			25	40	6	34				57	26		11	7	23	3		70		4		7	6	
hsa-miR-369-5p	3373		1							7	46										1	18			12				1						1
hsa-miR-3690	9																																		
hsa-miR-3691-5p	24																													15					
hsa-miR-370-3p	18963	8	4							13				5	45	19		1			11			4	14				12	1	2		6	5	
hsa-miR-370-5p	478																																		
hsa-miR-371a-5p	12																																		
hsa-miR-371b-5p																							8		5	14									
hsa-miR-374a-3p	1788	237	26	132	5		119		24	154	186	1		66	77	208	155	8	61	22	199	130	131	13	246	57	26		103	14	39	28	108	99	278
hsa-miR-374a-5p	4508	318	125	709		34	309	23	57	344	235		32	114	369	219	371	17	281	66	319	176	221	12	423	214	14	42	231	249	99	39	380	333	518
hsa-miR-374b-3p	1172			82			17			19				24		44						10	12		27	9	9		29	3	1		35	1	38
hsa-miR-374b-5p	14701	885	173	507	15	78	395	8	150	551	516		106	215	860	412	781	80	467	233	714	815	648	64	807	315	57	59	720	283	352	13	924	807	1133
hsa-miR-374c-3p	25													24																					
hsa-miR-374c-5p	239	1		29						25	25						12		23			8			10				60	9			7	1	26
hsa-miR-375-3p	2612	7179	1679	634	26	1201	1445	106	869	1081	1189	402	89	853	692	371	1595	90	584	409	14061	3907	4852	277	1571	264	2639	10069	890	562	329	140	530	718	78220
hsa-miR-375-5p															26																				
hsa-miR-376a-2-5p	25																																		
hsa-miR-376a-3p	1577									15												18											8		
hsa-miR-376a-5p	251																																		
hsa-miR-376b-3p	17																																		
hsa-miR-376b-5p	76																																		
hsa-miR-376c-3p	2318	11													18								12						12					6	
hsa-miR-376c-5p	76																																		
hsa-miR-377-3p	316															17				8														5	
hsa-miR-377-5p	534																																		
hsa-miR-378a-3p	6021	1061	512	494	14	170	241	30	93	1035	330	61	67	566	608	663	794	21	1567	309	818	744	612	119	1847	684	252	39	1433	690	447	64	846	459	1093
hsa-miR-378a-5p	101	25	16				1									37	11		12			34	5		6	10			36	13	10		24	10	
hsa-miR-378b	3									2									1		1	2	1												1
hsa-miR-378c	133	32					24			61				9		37	22		1	13	32	45			48	34	25		39	19	15	1	67		
hsa-miR-378d	39	15																	13	13		28	1		20	1			24	1			32		
