name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	read count (mult. map. adj.)	181023-190319_Brain_S29181023-190319_Brain_S29(lib)	RPM (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	RPM_adj (total)
hsa-mir-199a-1	124.0	4104.0	1446.33333333333	159.07012504136637	152.20634106303444	19:hsa;hsa-mir-199a-1,10817426,10817496,-	56.059557549909606	53.640620035128734
hsa-mir-199a-2	124.0	4104.0	1446.33333333333	159.07012504136637	152.20634106303444	1:hsa;hsa-mir-199a-2,172144535,172144644,-	56.059557549909606	53.640620035128734
hsa-mir-106b	112.0	4063.0	4063.0	157.48097418203497	150.68576114500706	7:hsa;hsa-mir-106b,100093993,100094074,-	157.48097418203497	150.68576114500706
hsa-mir-501	93.0	4035.0	4028.3333333333335	156.3957004244428	149.64731632293956	X:hsa;hsa-mir-501,50009722,50009805,+	156.1373019107304	149.40006755578065
hsa-mir-454	93.0	3944.0	3944.0	152.86856071226825	146.27237065122023	17:hsa;hsa-mir-454,59137758,59137872,-	152.86856071226825	146.27237065122023
hsa-mir-223	104.0	3927.0	3927.0	152.2096445023016	145.641886294965	X:hsa;hsa-mir-223,66018870,66018979,+	152.2096445023016	145.641886294965
hsa-mir-199b	116.0	3873.0	1450.33333333333	150.11661654123097	143.63917128097768	9:hsa;hsa-mir-199b,128244721,128244830,-	56.21459665813706	53.78896929542409
hsa-mir-153-2	96.0	3860.0	2033.0	149.61273943949175	143.15703618501777	7:hsa;hsa-mir-153-2,157574336,157574422,-	78.79862675660279	75.39851154511429
hsa-mir-378a	44.0	3817.0	3801.5	147.94606902604664	141.56228163684273	5:hsa;hsa-mir-378a,149732825,149732890,+	147.34529248166527	140.9874282531982
hsa-mir-153-1	94.0	3783.0	1956.0	146.6282366061133	140.3013129243322	2:hsa;hsa-mir-153-1,219294111,219294200,-	75.81412392322432	72.5427882844287
hsa-mir-654	101.0	3762.0	3762.0	145.81428128791916	139.52247930778157	14:hsa;hsa-mir-654,101040219,101040299,+	145.81428128791916	139.52247930778157
hsa-mir-34a	107.0	3740.0	3740.0	144.9615661926682	138.70655837615712	1:hsa;hsa-mir-34a,9151668,9151777,-	144.9615661926682	138.70655837615712
hsa-mir-15b	77.0	3625.0	3625.0	140.5041918311289	134.44151714266567	3:hsa;hsa-mir-15b,160404588,160404685,+	140.5041918311289	134.44151714266567
hsa-mir-532	91.0	3611.0	3611.0	139.96155495233282	133.92229473163192	X:hsa;hsa-mir-532,50003148,50003238,+	139.96155495233282	133.92229473163192
hsa-mir-182	101.0	3586.0	3586.0	138.99256052591124	132.99511185478596	7:hsa;hsa-mir-182,129770383,129770492,-	138.99256052591124	132.99511185478596
hsa-mir-484	91.0	3578.0	3578.0	138.68248230945633	132.69841333419524	16:hsa;hsa-mir-484,15643294,15643372,+	138.68248230945633	132.69841333419524
hsa-mir-664a	94.0	3516.0	3516.0	136.27937613193083	130.39899979961723	1:hsa;hsa-mir-664a,220200538,220200619,-	136.27937613193083	130.39899979961723
hsa-mir-181d	125.0	3470.0	3358.000000000002	134.49642638731513	128.69298330622064	19:hsa;hsa-mir-181d,13874875,13875011,+	130.15533135694653	124.53920401795077
hsa-mir-138-1	111.0	3374.0	2829.0	130.77548778985627	125.13260105913213	3:hsa;hsa-mir-138-1,44114212,44114310,+	109.65140929386585	104.92001434388997
hsa-mir-150	90.0	3268.0	3268.0	126.66695142182877	121.20134566130521	19:hsa;hsa-mir-150,49500785,49500868,-	126.66695142182877	121.20134566130521
hsa-mir-320b-2	103.0	3216.0	1017.0440476190489	124.65144301487189	119.2728052774656	1:hsa;hsa-mir-320b-2,224257040,224257110,-	39.420400542724046	37.719433038019986
hsa-mir-383	74.0	3177.0	3177.0	123.13981170965423	117.82639998958588	8:hsa;hsa-mir-383,14853438,14853510,-	123.13981170965423	117.82639998958588
hsa-mir-320b-1	96.0	3175.0	977.5440476190489	123.0622921555405	117.7522253594382	1:hsa;hsa-mir-320b-1,116671746,116671817,+	37.88938934897795	36.25448409260335
hsa-mir-155	89.0	3152.0	3152.0	122.17081728323265	116.8992171127399	21:hsa;hsa-mir-155,25573980,25574044,+	122.17081728323265	116.8992171127399
hsa-mir-655	65.0	3127.0	3127.0	121.20182285681106	115.97203423589394	14:hsa;hsa-mir-655,101049550,101049646,+	121.20182285681106	115.97203423589394
hsa-mir-499a	54.0	3020.0	3020.0	117.05452671172671	112.0036915229932	20:hsa;hsa-mir-499a,34990376,34990497,+	117.05452671172671	112.0036915229932
hsa-mir-31	72.0	3019.0	3019.0	117.01576693466984	111.96660420791935	9:hsa;hsa-mir-31,21512115,21512185,-	117.01576693466984	111.96660420791935
hsa-mir-375	60.0	2954.0	2954.0	114.49638142597374	109.55592872811982	2:hsa;hsa-mir-375,219001645,219001708,-	114.49638142597374	109.55592872811982
hsa-mir-500a	77.0	2847.0	2720.8333333333335	110.34908528088938	105.58758601521907	X:hsa;hsa-mir-500a,50008431,50008514,+	105.45889340888182	100.90840309673642
hsa-mir-134	89.0	2846.0	2846.0	110.31032550383252	105.55049870014524	14:hsa;hsa-mir-134,101054687,101054759,+	110.31032550383252	105.55049870014524
hsa-mir-130b	66.0	2734.0	2734.0	105.96923047346385	101.3967194118753	22:hsa;hsa-mir-130b,21653304,21653385,+	105.96923047346385	101.3967194118753
hsa-mir-760	70.0	2538.0	2538.0	98.37231417031867	94.12760565740288	1:hsa;hsa-mir-760,93846832,93846911,+	98.37231417031867	94.12760565740288
hsa-mir-488	68.0	2515.0	2515.0	97.48083929801082	93.27459741070459	1:hsa;hsa-mir-488,177029363,177029445,-	97.48083929801082	93.27459741070459
hsa-mir-376c	42.0	2494.0	2476.1666666666665	96.66688397981669	92.49576379415397	14:hsa;hsa-mir-376c,101039690,101039755,+	95.97566795563596	91.83437334200384
hsa-mir-3615	75.0	2469.0	2469.0	95.69788955339511	91.56858091730801	17:hsa;hsa-mir-3615,74748613,74748699,+	95.69788955339511	91.56858091730801
hsa-mir-668	80.0	2354.0	2354.0	91.24051519185585	87.30353968381654	14:hsa;hsa-mir-668,101055258,101055323,+	91.24051519185585	87.30353968381654
hsa-mir-494	40.0	2295.0	2295.0	88.95368834550092	85.11538809446006	14:hsa;hsa-mir-494,101029634,101029714,+	88.95368834550092	85.11538809446006
hsa-mir-410	57.0	2268.0	2268.0	87.90717436496563	84.1140305874664	14:hsa;hsa-mir-410,101065912,101065991,+	87.90717436496563	84.1140305874664
hsa-mir-582	61.0	2225.0	2225.0	86.24050395152051	82.51927603929134	5:hsa;hsa-mir-582,59703606,59703703,-	86.24050395152051	82.51927603929134
hsa-mir-577	69.0	2225.0	2225.0	86.24050395152051	82.51927603929134	4:hsa;hsa-mir-577,114656759,114656854,+	86.24050395152051	82.51927603929134
hsa-mir-138-2	78.0	2213.0	1668.0	85.77538662683814	82.07422825840527	16:hsa;hsa-mir-138-2,56858518,56858601,+	64.65130813084774	61.861641543163124
hsa-mir-10b	64.0	2159.0	2156.0	83.68235866576754	80.07151324441797	2:hsa;hsa-mir-10b,176150303,176150412,+	83.56607933459695	79.96025129919646
hsa-mir-3200	65.0	2146.0	2146.0	83.17848156402832	79.58937814845807	22:hsa;hsa-mir-3200,30731557,30731641,+	83.17848156402832	79.58937814845807
hsa-mir-144	56.0	2106.0	2106.0	81.62809048175379	78.10588554550452	17:hsa;hsa-mir-144,28861533,28861618,-	81.62809048175379	78.10588554550452
hsa-mir-505	80.0	2004.0	2004.0	77.67459322195376	74.32297940797297	X:hsa;hsa-mir-505,139924148,139924231,-	77.67459322195376	74.32297940797297
hsa-mir-412	51.0	1975.0	1975.0	76.55055968730471	73.24744727083164	14:hsa;hsa-mir-412,101065447,101065537,+	76.55055968730471	73.24744727083164
hsa-mir-17	49.0	1972.0	1954.8333333333333	76.43428035613412	73.13618532561011	13:hsa;hsa-mir-17,91350605,91350688,+	75.76890418332464	72.49951975017589
hsa-mir-20a	46.0	1941.0	1938.8333333333333	75.23272726737137	71.98647855832112	13:hsa;hsa-mir-20a,91351065,91351135,+	75.14874775041483	71.90612270899446
hsa-mir-487a	53.0	1914.0	1913.5	74.18621328683606	70.98512105132747	14:hsa;hsa-mir-487a,101052446,101052525,+	74.16683339830763	70.96657739379054
hsa-mir-671	64.0	1897.0	1897.0	73.52729707686939	70.35463669507222	7:hsa;hsa-mir-671,151238421,151238538,+	73.52729707686939	70.35463669507222
hsa-mir-345	59.0	1817.0	1817.0	70.42651491232034	67.38765148916511	14:hsa;hsa-mir-345,100307859,100307956,+	70.42651491232034	67.38765148916511
hsa-mir-142	57.0	1799.0	1799.0	69.7288389252968	66.72007981783601	17:hsa;hsa-mir-142,58331232,58331318,-	69.7288389252968	66.72007981783601
hsa-mir-12136	53.0	1720.0	854.1547619047619	66.66681653780462	63.79018192700274	MT:hsa;hsa-mir-12136,7444,7514,-	33.106848143486594	31.67830677658167
hsa-mir-12136	53.0	1720.0	854.1547619047619	66.66681653780462	63.79018192700274	1:hsa;hsa-mir-12136,632615,632685,-	33.106848143486594	31.67830677658167
hsa-mir-935	63.0	1700.0	1699.5	65.89162099666736	63.04843562552597	19:hsa;hsa-mir-935,53982307,53982397,+	65.87224110813892	63.029891967989045
hsa-mir-376a-1	45.0	1699.0	963.3333333333333	65.85286121961049	63.01134831045213	14:hsa;hsa-mir-376a-1,101040782,101040849,+	37.33858523144483	35.72744685446471
hsa-mir-2110	54.0	1699.0	1698.5	65.85286121961049	63.01134831045213	10:hsa;hsa-mir-2110,114174105,114174179,-	65.83348133108206	62.99280465291521
hsa-mir-339	57.0	1694.0	1694.0	65.65906233432618	62.82591173508293	7:hsa;hsa-mir-339,1022933,1023026,-	65.65906233432618	62.82591173508293
hsa-mir-493	33.0	1671.0	1671.0	64.76758746201833	61.97290348838464	14:hsa;hsa-mir-493,100869060,100869148,+	64.76758746201833	61.97290348838464
hsa-mir-183	51.0	1631.0	1631.0	63.2171963797438	60.48941088543109	7:hsa;hsa-mir-183,129774905,129775014,-	63.2171963797438	60.48941088543109
hsa-mir-455	46.0	1585.0	1585.0	61.43424663512809	58.7833943920345	9:hsa;hsa-mir-455,114209434,114209529,+	61.43424663512809	58.7833943920345
hsa-mir-380	37.0	1546.0	1546.0	59.92261532991043	57.33698910415479	14:hsa;hsa-mir-380,101025017,101025077,+	59.92261532991043	57.33698910415479
hsa-mir-424	45.0	1519.0	1519.0	58.876101349375126	56.33563159716115	X:hsa;hsa-mir-424,134546614,134546711,-	58.876101349375126	56.33563159716115
hsa-mir-497	48.0	1505.0	1505.0	58.33346447057904	55.8164091861274	17:hsa;hsa-mir-497,7017911,7018022,-	58.33346447057904	55.8164091861274
hsa-mir-376a-2	35.0	1470.0	734.3333333333334	56.97687227358883	54.51835315854304	14:hsa;hsa-mir-376a-2,101040069,101040148,+	28.462596285423174	27.23445170255563
hsa-mir-193a	46.0	1372.0	1372.0	53.17841412201624	50.883796281306836	17:hsa;hsa-mir-193a,31559996,31560083,+	53.17841412201624	50.883796281306836
hsa-mir-6511b-1	45.0	1354.0	368.3	52.480738134992706	50.21622460997774	16:hsa;hsa-mir-6511b-1,15134066,15134150,-	14.275225890042698	13.659258141694831
hsa-mir-6511b-1	45.0	1354.0	368.3	52.480738134992706	50.21622460997774	16:hsa;hsa-mir-6511b-1,2106669,2106753,-	14.275225890042698	13.659258141694831
hsa-mir-1298	41.0	1329.0	1329.0	51.511743708571125	49.28904173313177	X:hsa;hsa-mir-1298,114715233,114715344,+	51.511743708571125	49.28904173313177
hsa-mir-1306	53.0	1320.0	1320.0	51.16290571505936	48.95525589746722	22:hsa;hsa-mir-1306,20086058,20086142,+	51.16290571505936	48.95525589746722
hsa-mir-381	29.0	1252.0	1252.0	48.52724087519266	46.43331847244618	14:hsa;hsa-mir-381,101045920,101045994,+	48.52724087519266	46.43331847244618
hsa-mir-32	39.0	1242.0	1242.0	48.13964310462403	46.06244532170779	9:hsa;hsa-mir-32,109046229,109046298,-	48.13964310462403	46.06244532170779
hsa-mir-377	37.0	1229.0	1229.0	47.63576600288481	45.58031022574789	14:hsa;hsa-mir-377,101062050,101062118,+	47.63576600288481	45.58031022574789
hsa-mir-192	52.0	1208.0	1208.0	46.82181068469068	44.80147660919727	11:hsa;hsa-mir-192,64891137,64891246,-	46.82181068469068	44.80147660919727
hsa-mir-10a	64.0	1194.0	1190.0	46.2791738058946	44.28225419816353	17:hsa;hsa-mir-10a,48579838,48579947,-	46.124134697667145	44.133904937868174
hsa-mir-320c-2	32.0	1149.0	287.0440476190475	44.534983838335755	42.61332501984079	18:hsa;hsa-mir-320c-2,24321675,24321746,+	11.12576329121389	10.645693034117603
hsa-mir-1271	28.0	1106.0	1106.0	42.868313424890644	41.01857047166572	5:hsa;hsa-mir-1271,176367946,176368031,+	42.868313424890644	41.01857047166572
hsa-mir-450b	18.0	1048.0	1048.0	40.62024635559258	38.867506197383065	X:hsa;hsa-mir-450b,134540185,134540262,-	40.62024635559258	38.867506197383065
hsa-mir-3605	42.0	1035.0	1035.0	40.11636925385336	38.38537110142316	1:hsa;hsa-mir-3605,33332393,33332492,-	40.11636925385336	38.38537110142316
hsa-mir-431	40.0	1034.0	1034.0	40.077609476796496	38.34828378634932	14:hsa;hsa-mir-431,100881007,100881120,+	40.077609476796496	38.34828378634932
hsa-mir-320c-1	23.0	1014.0	206.21071428571423	39.30241393565923	37.60653748487255	18:hsa;hsa-mir-320c-1,21683518,21683589,+	7.992681312450788	7.647801732315636
hsa-mir-3059	39.0	1004.0	1004.0	38.9148161650906	37.23566433413416	12:hsa;hsa-mir-3059,86745068,86745149,-	38.9148161650906	37.23566433413416
hsa-mir-6511b-2	32.0	982.0	182.3	38.06210106983961	36.4197434025097	16:hsa;hsa-mir-6511b-2,2106678,2106748,-	7.065907357466153	6.761017537960814
hsa-mir-6511b-2	32.0	982.0	182.3	38.06210106983961	36.4197434025097	16:hsa;hsa-mir-6511b-2,15134075,15134145,-	7.065907357466153	6.761017537960814
hsa-mir-154	24.0	978.0	978.0	37.90706196161216	36.27139414221435	14:hsa;hsa-mir-154,101059755,101059838,+	37.90706196161216	36.27139414221435
hsa-mir-1307	24.0	953.0	953.0	36.938067535190584	35.34421126536838	10:hsa;hsa-mir-1307,103394253,103394401,-	36.938067535190584	35.34421126536838
hsa-mir-629	33.0	943.0	943.0	36.55046976462195	34.97333811462999	15:hsa;hsa-mir-629,70079372,70079468,-	36.55046976462195	34.97333811462999
hsa-mir-590	14.0	939.0	939.0	36.395430656394495	34.824988854334634	7:hsa;hsa-mir-590,74191198,74191294,+	36.395430656394495	34.824988854334634
hsa-mir-194-2	18.0	934.0	738.0	36.20163177111018	34.63955227896544	11:hsa;hsa-mir-194-2,64891355,64891439,-	28.604715467965004	27.370438524493036
hsa-mir-1296	34.0	922.0	922.0	35.736514446427826	34.194504498079375	10:hsa;hsa-mir-1296,63372957,63373048,-	35.736514446427826	34.194504498079375
hsa-mir-876	25.0	896.0	896.0	34.728760242949384	33.230234306159566	9:hsa;hsa-mir-876,28863626,28863706,-	34.728760242949384	33.230234306159566
hsa-mir-362	29.0	884.0	884.0	34.263642918267024	32.7851865252735	X:hsa;hsa-mir-362,50008964,50009028,+	34.263642918267024	32.7851865252735
hsa-mir-6511a-3	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-3,18344013,18344079,-	1.8890546343088679	1.807543018411219
hsa-mir-6511a-4	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-4,16368876,16368942,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-2	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-2,16324588,16324654,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-3	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-3,16368876,16368942,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-4	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-4,16324588,16324654,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-2	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-2,14925937,14926003,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-4	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-4,18344013,18344079,-	1.8890546343088679	1.807543018411219
hsa-mir-6511a-1	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-1,16324588,16324654,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-1	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-1,18344013,18344079,-	1.8890546343088679	1.807543018411219
hsa-mir-6511a-1	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-1,16368876,16368942,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-2	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-2,18344013,18344079,-	1.8890546343088679	1.807543018411219
hsa-mir-6511a-1	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-1,14925937,14926003,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-3	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-3,16324588,16324654,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-4	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-4,14925937,14926003,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-2	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-2,16368876,16368942,+	1.8890546343088679	1.807543018411219
hsa-mir-6511a-3	41.0	843.0	48.737500000000004	32.674492058935634	31.26460660724611	16:hsa;hsa-mir-6511a-3,14925937,14926003,+	1.8890546343088679	1.807543018411219
hsa-mir-1247	20.0	802.0	802.0	31.085341199604244	29.74402668921872	14:hsa;hsa-mir-1247,101560287,101560422,-	31.085341199604244	29.74402668921872
hsa-mir-190a	16.0	794.0	794.0	30.77526298314934	29.44732816862801	15:hsa;hsa-mir-190a,62823957,62824041,+	30.77526298314934	29.44732816862801
hsa-mir-491	37.0	768.0	768.0	29.767508779670898	28.483057976708203	9:hsa;hsa-mir-491,20716105,20716188,+	29.767508779670898	28.483057976708203
hsa-mir-34c	21.0	763.0	763.0	29.57370989438658	28.297621401339008	11:hsa;hsa-mir-34c,111513439,111513515,+	29.57370989438658	28.297621401339008
hsa-mir-3173	27.0	732.0	732.0	28.372156805623824	27.147914634050004	14:hsa;hsa-mir-3173,95137919,95137986,-	28.372156805623824	27.147914634050004
hsa-mir-105-2	26.0	728.0	364.0	28.21711769739637	26.99956537375465	X:hsa;hsa-mir-105-2,152394412,152394492,-	14.108558848698186	13.499782686877325
hsa-mir-105-1	26.0	728.0	364.0	28.21711769739637	26.99956537375465	X:hsa;hsa-mir-105-1,152392219,152392299,-	14.108558848698186	13.499782686877325
hsa-mir-184	19.0	722.0	722.0	27.984559035055195	26.777041483311617	15:hsa;hsa-mir-184,79209788,79209871,+	27.984559035055195	26.777041483311617
hsa-mir-877	25.0	719.0	719.0	27.868279703884603	26.6657795380901	6:hsa;hsa-mir-877,30584332,30584417,+	27.868279703884603	26.6657795380901
hsa-mir-326	26.0	714.0	713.2	27.674480818600287	26.480342962720904	11:hsa;hsa-mir-326,75335092,75335186,-	27.6434729969548	26.450673110661835
hsa-mir-34b	31.0	707.0	707.0	27.403162379202247	26.220731757204035	11:hsa;hsa-mir-34b,111512938,111513021,+	27.403162379202247	26.220731757204035
hsa-mir-940	18.0	693.0	693.0	26.860525500406162	25.70150934617029	16:hsa;hsa-mir-940,2271747,2271840,+	26.860525500406162	25.70150934617029
hsa-mir-1250	21.0	691.0	691.0	26.783005946292437	25.627334716022613	17:hsa;hsa-mir-1250,81133196,81133308,-	26.783005946292437	25.627334716022613
hsa-mir-299	25.0	684.0	684.0	26.511687506894393	25.36772351050574	14:hsa;hsa-mir-299,101023794,101023856,+	26.511687506894393	25.36772351050574
hsa-mir-133a-2	26.0	677.0	338.5	26.240369067496353	25.10811230498887	20:hsa;hsa-mir-133a-2,62564912,62565013,+	13.120184533748176	12.554056152494436
hsa-mir-133a-1	26.0	677.0	338.5	26.240369067496353	25.10811230498887	18:hsa;hsa-mir-133a-1,21825698,21825785,-	13.120184533748176	12.554056152494436
hsa-mir-502	23.0	667.0	544.3333333333333	25.85277129692772	24.73723915425048	X:hsa;hsa-mir-502,50014598,50014683,+	21.098238644619173	20.187861838526253
hsa-mir-660	19.0	640.0	640.0	24.806257316392415	23.735881647256836	X:hsa;hsa-mir-660,50013241,50013337,+	24.806257316392415	23.735881647256836
hsa-mir-758	31.0	636.0	636.0	24.651218208164963	23.587532386961477	14:hsa;hsa-mir-758,101026020,101026107,+	24.651218208164963	23.587532386961477
hsa-mir-200b	32.0	626.0	626.0	24.26362043759633	23.21665923622309	1:hsa;hsa-mir-200b,1167104,1167198,+	24.26362043759633	23.21665923622309
hsa-mir-214	25.0	622.0	622.0	24.108581329368878	23.068309975927736	1:hsa;hsa-mir-214,172138798,172138907,-	24.108581329368878	23.068309975927736
hsa-mir-1260a	6.0	622.0	622.0	24.108581329368878	23.068309975927736	14:hsa;hsa-mir-1260a,77266218,77266290,+	24.108581329368878	23.068309975927736
hsa-mir-592	18.0	596.0	596.0	23.100827125890437	22.104039784007927	7:hsa;hsa-mir-592,127058088,127058184,-	23.100827125890437	22.104039784007927
hsa-mir-130a	17.0	595.0	595.0	23.062067348833573	22.066952468934087	11:hsa;hsa-mir-130a,57641198,57641286,+	23.062067348833573	22.066952468934087
hsa-mir-337	25.0	592.0	592.0	22.945788017662984	21.955690523712573	14:hsa;hsa-mir-337,100874493,100874585,+	22.945788017662984	21.955690523712573
hsa-mir-503	23.0	577.0	577.0	22.364391361810036	21.39938079760499	X:hsa;hsa-mir-503,134546328,134546398,-	22.364391361810036	21.39938079760499
hsa-mir-1224	28.0	554.0	554.0	21.472916489502186	20.546372550906696	3:hsa;hsa-mir-1224,184241405,184241489,+	21.472916489502186	20.546372550906696
hsa-mir-19b-2	14.0	548.0	273.8333333333333	21.240357827161006	20.323848660463664	X:hsa;hsa-mir-19b-2,134169671,134169766,-	10.613718950737692	10.155743111052859
hsa-mir-19b-1	14.0	548.0	273.8333333333333	21.240357827161006	20.323848660463664	13:hsa;hsa-mir-19b-1,91351192,91351278,+	10.613718950737692	10.155743111052859
hsa-mir-873	21.0	544.0	544.0	21.085318718933554	20.17549940016831	9:hsa;hsa-mir-873,28888879,28888955,-	21.085318718933554	20.17549940016831
hsa-mir-1468	17.0	540.0	540.0	20.9302796107061	20.027150139872955	X:hsa;hsa-mir-1468,63786002,63786087,-	20.9302796107061	20.027150139872955
hsa-mir-589	16.0	502.0	502.0	19.4574080825453	18.61783216706708	7:hsa;hsa-mir-589,5495819,5495917,-	19.4574080825453	18.61783216706708
hsa-mir-9985	23.0	502.0	262.5	19.4574080825453	18.61783216706708	Y:hsa;hsa-mir-9985,4606120,4606228,+	10.174441477426576	9.735420206882687
hsa-mir-542	25.0	498.0	498.0	19.302368974317847	18.469482906771724	X:hsa;hsa-mir-542,134541341,134541437,-	19.302368974317847	18.469482906771724
hsa-mir-766	13.0	471.0	471.0	18.255854993782542	17.468125399778078	X:hsa;hsa-mir-766,119646738,119646848,-	18.255854993782542	17.468125399778078
hsa-mir-1260b	2.0	466.0	466.0	18.062056108498226	17.282688824408883	11:hsa;hsa-mir-1260b,96341438,96341526,+	18.062056108498226	17.282688824408883
hsa-mir-203b	16.0	449.0	449.0	17.403139898531553	16.652204468153624	14:hsa;hsa-mir-203b,104117418,104117503,-	17.403139898531553	16.652204468153624
hsa-mir-1179	12.0	445.0	445.0	17.2481007903041	16.50385520785827	15:hsa;hsa-mir-1179,88608107,88608197,+	17.2481007903041	16.50385520785827
hsa-mir-4510	34.0	444.0	229.5	17.209341013247236	16.46676789278443	15:hsa;hsa-mir-4510,35926856,35926923,+	8.895368834550093	8.511538809446005
hsa-mir-767	20.0	442.0	442.0	17.131821459133512	16.39259326263675	X:hsa;hsa-mir-767,152393421,152393529,-	17.131821459133512	16.39259326263675
hsa-mir-1229	18.0	439.0	439.0	17.015542127962924	16.281331317415233	5:hsa;hsa-mir-1229,179798278,179798346,-	17.015542127962924	16.281331317415233
hsa-mir-4662a	13.0	421.0	421.0	16.317866140939387	15.613759646086136	8:hsa;hsa-mir-4662a,124821985,124822051,+	16.317866140939387	15.613759646086136
hsa-mir-193b	21.0	421.0	421.0	16.317866140939387	15.613759646086136	16:hsa;hsa-mir-193b,14303967,14304049,+	16.317866140939387	15.613759646086136
hsa-mir-5010	13.0	419.0	419.0	16.24034658682566	15.539585015938458	17:hsa;hsa-mir-5010,42514188,42514307,+	16.24034658682566	15.539585015938458
hsa-mir-642a	18.0	412.0	411.5	15.969028147427617	15.279973810421588	19:hsa;hsa-mir-642a,45674928,45675024,+	15.949648258899186	15.261430152884667
hsa-mir-224	13.0	410.0	410.0	15.89150859331389	15.20579918027391	X:hsa;hsa-mir-224,151958578,151958658,-	15.89150859331389	15.20579918027391
hsa-mir-3065	21.0	409.0	409.0	15.852748816257028	15.168711865200072	17:hsa;hsa-mir-3065,81125877,81125955,+	15.852748816257028	15.168711865200072
hsa-mir-522	10.0	398.0	398.0	15.426391268631534	14.760751399387845	19:hsa;hsa-mir-522,53751211,53751297,+	15.426391268631534	14.760751399387845
hsa-mir-1908	8.0	397.0	397.0	15.38763149157467	14.723664084314006	11:hsa;hsa-mir-1908,61815161,61815240,-	15.38763149157467	14.723664084314006
hsa-mir-200c	19.0	393.0	393.0	15.232592383347217	14.57531482401865	12:hsa;hsa-mir-200c,6963699,6963766,+	15.232592383347217	14.57531482401865
hsa-mir-194-1	9.0	392.0	196.0	15.193832606290353	14.53822750894481	1:hsa;hsa-mir-194-1,220118157,220118241,-	7.596916303145177	7.269113754472405
hsa-mir-450a-1	9.0	389.0	227.5	15.077553275119765	14.426965563723295	X:hsa;hsa-mir-450a-1,134540341,134540431,-	8.817849280436366	8.437364179298328
hsa-mir-887	15.0	382.0	382.0	14.806234835721723	14.167354358206422	5:hsa;hsa-mir-887,15935182,15935260,+	14.806234835721723	14.167354358206422
hsa-mir-450a-2	9.0	361.0	199.5	13.992279517527598	13.388520741655809	X:hsa;hsa-mir-450a-2,134540508,134540607,-	7.732575522844198	7.398919357230842
hsa-mir-135b	16.0	355.0	347.0	13.759720855186417	13.165996851212775	1:hsa;hsa-mir-135b,205448302,205448398,-	13.449642638731513	12.869298330622065
hsa-mir-541	13.0	352.0	352.0	13.643441524015829	13.054734905991259	14:hsa;hsa-mir-541,101064495,101064578,+	13.643441524015829	13.054734905991259
hsa-mir-1264	5.0	349.0	348.125	13.527162192845239	12.943472960769743	X:hsa;hsa-mir-1264,114652655,114652723,+	13.493247387920484	12.911021560080133
hsa-mir-106a	12.0	335.0	316.3333333333333	12.984525314049154	12.424250549736	X:hsa;hsa-mir-106a,134170198,134170278,-	12.261009475654376	11.731954001691008
hsa-mir-2682	16.0	330.0	330.0	12.79072642876484	12.238813974366805	1:hsa;hsa-mir-2682,98045242,98045351,-	12.79072642876484	12.238813974366805
hsa-mir-490	11.0	321.0	321.0	12.441888435253071	11.905028138702257	7:hsa;hsa-mir-490,136903167,136903294,+	12.441888435253071	11.905028138702257
