gene	32160475_EXO_S26	32161242_EXO_S7	32160187_EXO_S9	32160696_EXO_S3	32151244_EXO_S30	180626-180628-190531_Brain_S32	32161406_EXO_S4	32160790_EXO_S27	32152197_EXO_S12	32150184_EXO_S18	32161462_EXO_S13	32151184_EXO_S8	32151974_EXO_S24	32160074_EXO_S17	32151031_EXO_S19	32151484_EXO_S11	32151694_EXO_S10	32160668_EXO_S16	32152356_EXO_S21	32151971_EXO_S23	32160196_EXO_S22	32151750_EXO_S14	32150887_EXO_S28	32150225_EXO_S2	32152444_EXO_S25	32140237_EXO_S31	32150168_EXO_S6	32152194_EXO_S15	32151686_EXO_S20	32161248_EXO_S29	32161349_EXO_S5	32150855_EXO_S1
hsa-miR-6794-5p	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-126-3p	1.0	198.0	78.0	2.0	190.0	37182.0	0.0	65.0	1.0	6.0	0.0	1.0	68034.0	0.0	127.0	130.0	0.0	2526.0	7.0	7.0	68.0	38.0	455.0	211.0	0.0	0.0	211.0	2.0	379.0	27.0	0.0	0.0
hsa-miR-488-3p	0.0	1.0	1.0	0.0	0.0	977.0	0.0	0.0	0.0	1.0	0.0	0.0	2956.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-4639-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-525-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	16.0	0.0
hsa-miR-887-5p	0.0	0.0	0.0	0.0	41.0	32.0	0.0	13.0	38.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-6883-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4636	0.0	0.0	0.0	0.0	13.0	20.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	31.0	0.0	0.0
hsa-miR-4635	0.0	0.0	0.0	1.0	39.0	0.0	107.0	0.0	0.0	0.0	0.0	529.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	293.0	2.0	0.0	0.0	2.0	0.0	0.0
hsa-miR-4634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-23b-5p	0.0	0.0	0.0	0.0	77.0	130.0	252.0	13.0	0.0	0.0	0.0	0.0	770.0	0.0	91.0	0.0	78.0	60.0	119.0	20.0	20.0	157.0	537.0	0.0	0.0	0.0	185.0	120.0	282.0	93.0	0.0	0.0
hsa-miR-1185-5p	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-380-5p	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	416.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4728-3p	0.0	293.0	0.0	0.0	33.0	9.0	0.0	44.0	1.0	0.0	1.0	0.0	0.0	0.0	282.0	118.0	0.0	0.0	34.0	0.0	15.0	0.0	159.0	171.0	0.0	0.0	54.0	81.0	105.0	73.0	19.0	0.0
hsa-miR-3682-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7113-3p	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	104.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	125.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	85.0
hsa-miR-519a-2-5p	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-150-5p	0.0	0.0	0.0	0.0	61.0	1741.0	0.0	0.0	0.0	1.0	210.0	1.0	3098.0	0.0	55.0	1.0	0.0	518.0	0.0	25.0	3.0	452.0	0.0	0.0	39.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0
hsa-miR-338-5p	32.0	2.0	0.0	2.0	102.0	29387.0	0.0	34.0	172.0	2.0	0.0	4.0	48625.0	1.0	13.0	3.0	14.0	867.0	16.0	9.0	23.0	0.0	566.0	132.0	0.0	1.0	246.0	82.0	130.0	66.0	1.0	0.0
hsa-miR-7156-3p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2682-3p	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6794-3p	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5705	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6831-5p	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5703	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3940-5p	0.0	0.0	0.0	0.0	80.0	0.0	246.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	104.0	0.0	0.0	0.0	0.0
hsa-miR-6785-5p	0.0	0.0	77.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5701	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-525-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-887-3p	0.0	0.0	0.0	0.0	65.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0	489.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	6.0	0.0	0.0
hsa-miR-3124-5p	0.0	98.0	113.0	0.0	0.0	71.0	102.0	0.0	0.0	0.0	0.0	42.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	0.0	97.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6883-3p	0.0	0.0	0.0	122.0	79.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-10393-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-23b-3p	9957.0	16499.5	10096.0	5488.5	51623.5	56287.33	24457.0	12557.5	16407.83	8912.0	5182.5	1789.0	106399.5	4929.5	16855.5	15820.0	20732.5	44034.5	22278.5	13321.83	7818.5	13932.5	102128.0	21292.5	4612.5	10519.5	21599.5	31627.0	60336.5	23750.0	686.0	3640.5
hsa-miR-6512-5p	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0
hsa-miR-6874-5p	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-380-3p	0.0	0.0	0.0	0.0	0.0	1054.0	0.0	0.0	0.0	0.0	0.0	2.0	1132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	21.0	0.0	0.0	0.0
hsa-miR-8089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-8085	172.0	65.0	30.0	0.0	53.0	14.0	0.0	2.0	142.0	257.0	0.0	1.0	0.0	0.0	1.0	8.0	0.0	158.0	77.0	0.0	0.0	100.0	0.0	157.0	181.0	52.0	0.0	0.0	0.0	1.0	12.0	0.0
hsa-miR-4485-3p	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
hsa-miR-605-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-21-5p	19551.0	31720.0	19605.0	10849.0	152578.0	59548.0	44367.0	100992.0	74121.0	18470.0	53838.0	10807.0	96478.0	8637.0	143151.0	53739.0	83227.0	340144.0	38889.0	67923.0	27854.0	135632.0	306507.0	80401.0	11114.0	47317.0	74267.0	132631.0	205187.0	44566.0	5142.0	113838.0
hsa-miR-133b	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3664-5p	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-150-3p	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-338-3p	0.0	2.0	0.0	79.0	49.0	16891.0	0.0	1.0	216.0	2.0	0.0	2.0	26903.0	0.0	180.0	0.0	30.0	187.0	3.0	2.0	7.0	78.0	146.0	129.0	17.0	0.0	48.0	32.0	24.0	0.0	0.0	0.0
hsa-miR-8079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
hsa-miR-8078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-141-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	130.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	53.0	97.0	62.0	53.0	0.0	0.0
hsa-miR-8075	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-4700-5p	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-513a-5p	0.0	0.0	0.0	0.0	153.0	18.0	0.0	0.0	254.0	0.0	0.0	0.0	1.0	0.0	44.0	0.0	0.0	245.66	2.0	0.0	31.0	79.0	385.0	0.0	79.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0
hsa-miR-329-5p	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0	462.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-8072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0	1.0	1.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	1.0	0.0	35.0	54.0	179.0	0.0	0.0	5.0	0.0	0.0
hsa-miR-6733-5p	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	35.0	0.0
hsa-miR-8070	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6831-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-518c-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3940-3p	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	142.0	0.0	45.0	0.0	0.0	6.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	32.0	0.0	0.0	0.0
hsa-miR-548ah-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6785-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-106b-5p	293.0	137.0	90.0	110.0	1230.0	1298.0	0.0	242.0	62.0	140.0	2.0	0.0	2210.33	0.0	475.0	355.0	189.0	1526.0	546.0	296.0	240.0	112.0	2421.0	854.0	39.0	45.0	704.0	886.0	1239.0	691.0	37.0	62.0
hsa-miR-4743-5p	0.0	1.0	0.0	0.0	35.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0
hsa-miR-4697-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6776-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8069	0.0	0.0	120.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-8066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4786-5p	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	86.0	0.0	1.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6865-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	37.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	19.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8064	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0
hsa-miR-8063	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-605-3p	0.0	0.0	247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3158-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
hsa-miR-8060	0.0	1.0	92.0	1.0	45.0	7.0	46.0	0.0	0.0	22.0	16.0	0.0	0.0	0.0	0.0	0.0	1.0	121.0	0.0	26.0	5.0	0.0	0.0	362.0	0.0	1.0	0.0	0.0	11.0	0.0	283.0	0.0
hsa-miR-449c-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	140.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0
hsa-miR-21-3p	1.0	39.0	0.0	23.0	252.0	126.0	41.0	153.0	118.0	2.0	560.0	0.0	183.0	42.0	93.0	69.0	117.0	1415.0	71.0	51.0	51.0	65.0	576.0	117.0	174.0	69.0	42.0	143.0	380.0	371.0	0.0	275.0
hsa-miR-770-5p	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-362-5p	531.0	236.0	871.0	112.0	2825.0	349.0	693.0	221.0	736.0	0.0	6.0	0.0	440.0	263.0	532.0	995.0	924.0	1668.0	384.0	705.0	473.0	277.0	6214.0	317.0	241.0	137.0	674.0	1134.0	3538.0	1406.0	0.0	0.0
hsa-miR-3622b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3664-3p	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
hsa-miR-30c-5p	34347.0	56448.0	40616.0	17267.0	171911.0	33137.0	50038.0	34852.0	30491.0	34282.0	7796.0	4697.0	67668.66	11370.0	51212.0	74893.0	65397.0	131657.0	52813.66	29458.0	28551.0	37536.0	337169.0	57103.0	11191.0	19285.0	101369.06	104314.0	255343.66	67938.0	1556.0	6394.0
hsa-miR-548ar-3p	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1323	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
hsa-miR-1322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1321	0.0	0.0	0.0	16.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-2115-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0
hsa-miR-141-3p	1634.5	2962.0	613.5	426.5	14091.5	709.0	1651.5	4213.5	2176.5	1328.0	1417.5	259.0	629.0	984.0	4650.5	3715.0	4620.0	13148.0	3162.0	3232.5	2084.0	2806.0	19425.0	5943.0	652.0	2259.5	4979.0	6576.33	14215.5	4071.5	117.0	1250.5
hsa-miR-8056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4700-3p	0.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-329-3p	0.0	3.0	0.0	0.0	0.0	12060.0	0.0	0.0	0.0	3.0	0.0	2.0	20985.0	0.0	0.0	14.0	11.0	64.0	2.0	4.0	4.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	47.0	5.0	0.0	0.0
