name	unique reads 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (mult. map. adj.)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(lib)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	coordinateString 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (lib)	180626-180628-190531_Brain_S32 (total)
hsa-mir-212	68.0	1987.0	1987.0	219.23688352177186	190.68742866015737	17:hsa;hsa-mir-212,2050271,2050380,-	219.23688352177186	190.68742866015737
hsa-mir-137	56.0	1986.0	1986.0	219.12654789845942	190.59146115705715	1:hsa;hsa-mir-137,98046070,98046171,-	219.12654789845942	190.59146115705715
hsa-mir-181d	81.0	1904.0	1853.9999999999993	210.07902678684127	182.72212590283826	19:hsa;hsa-mir-181d,13874875,13875011,+	204.56224562122037	177.9237507478267
hsa-mir-504	50.0	1885.0	1885.0	207.98264994390536	180.8987433439339	X:hsa;hsa-mir-504,138667711,138667793,-	207.98264994390536	180.8987433439339
hsa-mir-323b	47.0	1875.0	1865.5	206.87929371078118	179.9390683129316	14:hsa;hsa-mir-323b,101056219,101056300,+	205.83110528931323	179.0273770334794
hsa-mir-378a	34.0	1832.0	1819.5	202.13486190834726	175.8124656796217	5:hsa;hsa-mir-378a,149732825,149732890,+	200.75566661694205	174.61287189086883
hsa-mir-223	61.0	1818.0	1818.0	200.59016318197342	174.46892063621848	X:hsa;hsa-mir-223,66018870,66018979,+	200.59016318197342	174.46892063621848
hsa-mir-34a	57.0	1797.0	1796.25	198.2731150924127	172.45360307111363	1:hsa;hsa-mir-34a,9151668,9151777,-	198.19036337492838	172.38162744378846
hsa-mir-153-1	62.0	1788.0	936.0	197.28009448260093	171.58989554321158	2:hsa;hsa-mir-153-1,219294111,219294200,-	103.27414342042196	89.82558290181545
hsa-mir-153-2	61.0	1783.0	931.0	196.72841636603886	171.1100580277104	7:hsa;hsa-mir-153-2,157574336,157574422,-	102.72246530385988	89.3457453863143
hsa-mir-138-2	58.0	1766.0	1278.0	194.85271076972776	169.4786104750065	16:hsa;hsa-mir-138-2,56858518,56858601,+	141.00892659326846	122.64646896209418
hsa-mir-150	49.0	1762.0	1762.0	194.4113682764781	169.09474046260559	19:hsa;hsa-mir-150,49500785,49500868,-	194.4113682764781	169.09474046260559
hsa-mir-499a	41.0	1762.0	1762.0	194.4113682764781	169.09474046260559	20:hsa;hsa-mir-499a,34990376,34990497,+	194.4113682764781	169.09474046260559
hsa-mir-484	69.0	1726.0	1726.0	190.4392858372311	165.6399103509973	16:hsa;hsa-mir-484,15643294,15643372,+	190.4392858372311	165.6399103509973
hsa-mir-410	42.0	1688.0	1688.0	186.24653215135928	161.99314523318856	14:hsa;hsa-mir-410,101065912,101065991,+	186.24653215135928	161.99314523318856
hsa-mir-200a	47.0	1646.0	1646.0	181.61243597223776	157.96251010297888	1:hsa;hsa-mir-200a,1167863,1167952,+	181.61243597223776	157.96251010297888
hsa-mir-454	44.0	1634.0	1634.0	180.28840849248877	156.8109000657761	17:hsa;hsa-mir-454,59137758,59137872,-	180.28840849248877	156.8109000657761
hsa-mir-487a	44.0	1614.0	1614.0	178.08169602624045	154.89155000377153	14:hsa;hsa-mir-487a,101052446,101052525,+	178.08169602624045	154.89155000377153
hsa-mir-654	57.0	1574.0	1574.0	173.66827109374378	151.0528498797623	14:hsa;hsa-mir-654,101040219,101040299,+	173.66827109374378	151.0528498797623
hsa-mir-339	55.0	1544.0	1544.0	170.3582023943713	148.1738247867554	7:hsa;hsa-mir-339,1022933,1023026,-	170.3582023943713	148.1738247867554
hsa-mir-199a-1	49.0	1522.0	540.0	167.93081868149812	146.06253971855034	19:hsa;hsa-mir-199a-1,10817426,10817496,-	59.58123658870498	51.8224516741243
hsa-mir-199a-2	49.0	1522.0	540.0	167.93081868149812	146.06253971855034	1:hsa;hsa-mir-199a-2,172144535,172144644,-	59.58123658870498	51.8224516741243
hsa-mir-152	51.0	1495.0	1495.0	164.95175685206286	143.47141713484413	17:hsa;hsa-mir-152,48037161,48037247,-	164.95175685206286	143.47141713484413
hsa-mir-1249	67.0	1457.0	1457.0	160.75900316619104	139.8246520170354	22:hsa;hsa-mir-1249,45200954,45201019,-	160.75900316619104	139.8246520170354
hsa-mir-494	38.0	1441.0	1441.0	158.99363319319235	138.28917196743168	14:hsa;hsa-mir-494,101029634,101029714,+	158.99363319319235	138.28917196743168
hsa-mir-760	46.0	1359.0	1359.0	149.9461120815742	130.41983671321282	1:hsa;hsa-mir-760,93846832,93846911,+	149.9461120815742	130.41983671321282
hsa-mir-320b-2	53.0	1353.0	412.96666666666647	149.2840983416997	129.84403169461143	1:hsa;hsa-mir-320b-2,224257040,224257110,-	45.56493457391763	39.63137986362504
hsa-mir-199b	39.0	1342.0	457.9999999999999	148.0704064852631	128.7883891605089	9:hsa;hsa-mir-199b,128244721,128244830,-	50.5337154770868	43.95311641990541
hsa-mir-320b-1	44.0	1321.0	384.46666666666647	145.75335839570238	126.77307159540408	1:hsa;hsa-mir-320b-1,116671746,116671817,+	42.42036930951376	36.89630602526848
hsa-mir-532	45.0	1284.0	1284.0	141.67094033314297	123.22227398069556	X:hsa;hsa-mir-532,50003148,50003238,+	141.67094033314297	123.22227398069556
hsa-mir-708	45.0	1272.0	1272.0	140.34691285339395	122.07066394349279	11:hsa;hsa-mir-708,79402022,79402109,-	140.34691285339395	122.07066394349279
hsa-mir-194-2	35.0	1239.0	966.0	136.7058372840842	118.9037363411852	11:hsa;hsa-mir-194-2,64891355,64891439,-	106.58421211979447	92.70460799482235
hsa-mir-383	37.0	1236.0	1236.0	136.37483041414694	118.6158338318845	8:hsa;hsa-mir-383,14853438,14853510,-	136.37483041414694	118.6158338318845
hsa-mir-346	48.0	1228.0	1228.0	135.4921454276476	117.84809380708266	10:hsa;hsa-mir-346,86264694,86264788,-	135.4921454276476	117.84809380708266
hsa-mir-664a	51.0	1209.0	1209.0	133.3957685847117	116.02471124817829	1:hsa;hsa-mir-664a,220200538,220200619,-	133.3957685847117	116.02471124817829
hsa-mir-505	58.0	1191.0	1191.0	131.4097273650882	114.29729619237415	X:hsa;hsa-mir-505,139924148,139924231,-	131.4097273650882	114.29729619237415
hsa-mir-497	41.0	1175.0	1175.0	129.64435739208955	112.76181614277047	17:hsa;hsa-mir-497,7017911,7018022,-	129.64435739208955	112.76181614277047
hsa-mir-380	29.0	1154.0	1154.0	127.32730930252879	110.74649857766563	14:hsa;hsa-mir-380,101025017,101025077,+	127.32730930252879	110.74649857766563
hsa-mir-3615	52.0	1153.0	1153.0	127.21697367921638	110.65053107456541	17:hsa;hsa-mir-3615,74748613,74748699,+	127.21697367921638	110.65053107456541
hsa-mir-134	49.0	1084.0	1084.0	119.60381567065963	104.02877336064952	14:hsa;hsa-mir-134,101054687,101054759,+	119.60381567065963	104.02877336064952
hsa-mir-130b	34.0	1077.0	1077.0	118.83146630747271	103.35700083894791	22:hsa;hsa-mir-130b,21653304,21653385,+	118.83146630747271	103.35700083894791
hsa-mir-32	37.0	1070.0	1070.0	118.05911694428579	102.6852283172463	9:hsa;hsa-mir-32,109046229,109046298,-	118.05911694428579	102.6852283172463
hsa-mir-345	37.0	1045.0	1045.0	115.30072636147538	100.28604073974054	14:hsa;hsa-mir-345,100307859,100307956,+	115.30072636147538	100.28604073974054
hsa-mir-376c	25.0	1035.0	1029.0	114.19737012835121	99.32636570873824	14:hsa;hsa-mir-376c,101039690,101039755,+	113.53535638847671	98.75056069013687
hsa-mir-488	39.0	982.0	982.0	108.34958209279313	94.24008804442605	1:hsa;hsa-mir-488,177029363,177029445,-	108.34958209279313	94.24008804442605
hsa-mir-500a	42.0	958.0	856.3333333333334	105.70152713329513	91.93686797002051	X:hsa;hsa-mir-500a,50008431,50008514,+	94.48407209653278	82.18017182149711
hsa-mir-431	39.0	932.0	932.0	102.8328009271723	89.44171288941453	14:hsa;hsa-mir-431,100881007,100881120,+	102.8328009271723	89.44171288941453
hsa-mir-668	34.0	917.0	917.0	101.17776657748605	88.00220034291108	14:hsa;hsa-mir-668,101055258,101055323,+	101.17776657748605	88.00220034291108
hsa-mir-182	26.0	897.0	897.0	98.97105411123772	86.08285028090647	7:hsa;hsa-mir-182,129770383,129770492,-	98.97105411123772	86.08285028090647
hsa-mir-192	36.0	878.0	878.0	96.8746772683018	84.2594677220021	11:hsa;hsa-mir-192,64891137,64891246,-	96.8746772683018	84.2594677220021
hsa-mir-20a	33.0	872.0	870.6666666666667	96.2126635284273	83.68366270340071	13:hsa;hsa-mir-20a,91351065,91351135,+	96.06554936401075	83.55570603260043
hsa-mir-501	32.0	858.0	856.8333333333334	94.66796480205348	82.3401176599975	X:hsa;hsa-mir-501,50009722,50009805,+	94.53923990818899	82.22815557304723
hsa-mir-935	35.0	853.0	853.0	94.11628668549139	81.86028014449634	19:hsa;hsa-mir-935,53982307,53982397,+	94.11628668549139	81.86028014449634
hsa-mir-660	17.0	851.0	851.0	93.89561543886656	81.66834513829589	X:hsa;hsa-mir-660,50013241,50013337,+	93.89561543886656	81.66834513829589
hsa-mir-3200	46.0	832.0	832.0	91.79923859593063	79.8449625793915	22:hsa;hsa-mir-3200,30731557,30731641,+	91.79923859593063	79.8449625793915
hsa-mir-429	26.0	831.0	831.0	91.68890297261822	79.74899507629128	1:hsa;hsa-mir-429,1169005,1169087,+	91.68890297261822	79.74899507629128
hsa-mir-655	27.0	812.0	812.0	89.5925261296823	77.92561251738691	14:hsa;hsa-mir-655,101049550,101049646,+	89.5925261296823	77.92561251738691
hsa-mir-625	37.0	804.0	804.0	88.70984114318297	77.15787249258507	14:hsa;hsa-mir-625,65471102,65471186,+	88.70984114318297	77.15787249258507
hsa-mir-155	32.0	800.0	800.0	88.2684986499333	76.77400248018415	21:hsa;hsa-mir-155,25573980,25574044,+	88.2684986499333	76.77400248018415
hsa-mir-12136	55.0	799.0	378.22857142857146	88.15816302662088	76.67803497708391	MT:hsa;hsa-mir-12136,7444,7514,-	41.73208518313633	36.29765160116707
hsa-mir-12136	55.0	799.0	378.22857142857146	88.15816302662088	76.67803497708391	1:hsa;hsa-mir-12136,632615,632685,-	41.73208518313633	36.29765160116707
hsa-mir-376a-1	29.0	722.0	432.5	79.6623200315648	69.28853723836619	14:hsa;hsa-mir-376a-1,101040782,101040849,+	47.72015708262019	41.50594509084956
hsa-mir-1307	36.0	719.0	719.0	79.33131316162756	69.0006347290655	10:hsa;hsa-mir-1307,103394253,103394401,-	79.33131316162756	69.0006347290655
hsa-mir-320c-2	22.0	715.0	198.4666666666666	78.88997066837788	68.61676471666458	18:hsa;hsa-mir-320c-2,24321675,24321746,+	21.89794337340428	19.046350448625677
hsa-mir-144	22.0	693.0	693.0	76.46258695550472	66.50547964845951	17:hsa;hsa-mir-144,28861533,28861618,-	76.46258695550472	66.50547964845951
hsa-mir-365a	25.0	686.0	347.5	75.69023759231781	65.8337071267579	16:hsa;hsa-mir-365a,14309285,14309371,+	38.34162910106478	33.34870732732999
hsa-mir-365b	25.0	686.0	347.5	75.69023759231781	65.8337071267579	17:hsa;hsa-mir-365b,31575411,31575521,+	38.34162910106478	33.34870732732999
hsa-mir-141	23.0	682.0	682.0	75.24889509906814	65.44983711435698	12:hsa;hsa-mir-141,6964097,6964191,+	75.24889509906814	65.44983711435698
hsa-mir-424	29.0	681.0	681.0	75.13855947575573	65.35386961125675	X:hsa;hsa-mir-424,134546614,134546711,-	75.13855947575573	65.35386961125675
hsa-mir-193a	24.0	674.0	674.0	74.36621011256881	64.68209708955514	17:hsa;hsa-mir-193a,31559996,31560083,+	74.36621011256881	64.68209708955514
hsa-mir-299	33.0	661.0	661.0	72.9318470095074	63.43451954925215	14:hsa;hsa-mir-299,101023794,101023856,+	72.9318470095074	63.43451954925215
hsa-mir-590	17.0	634.0	634.0	69.95278518007214	60.843396965545935	7:hsa;hsa-mir-590,74191198,74191294,+	69.95278518007214	60.843396965545935
hsa-mir-2110	35.0	621.0	620.0	68.51842207701073	59.595819425242944	10:hsa;hsa-mir-2110,114174105,114174179,-	68.40808645369832	59.49985192214272
hsa-mir-376a-2	17.0	616.0	326.5	67.96674396044864	59.11598190974179	14:hsa;hsa-mir-376a-2,101040069,101040148,+	36.02458101150403	31.333389762225156
hsa-mir-320c-1	16.0	613.0	132.4666666666667	67.6357370905114	58.828079400441105	18:hsa;hsa-mir-320c-1,21683518,21683589,+	14.615792234784793	12.712495244010494
hsa-mir-455	24.0	602.0	602.0	66.42204523407482	57.77243686633857	9:hsa;hsa-mir-455,114209434,114209529,+	66.42204523407482	57.77243686633857
hsa-mir-582	27.0	570.0	570.0	62.89130528807748	54.701476767131204	5:hsa;hsa-mir-582,59703606,59703703,-	62.89130528807748	54.701476767131204
hsa-mir-381	18.0	567.0	567.0	62.56029841814023	54.41357425783051	14:hsa;hsa-mir-381,101045920,101045994,+	62.56029841814023	54.41357425783051
hsa-mir-493	21.0	547.0	547.0	60.353585951891894	52.49422419582591	14:hsa;hsa-mir-493,100869060,100869148,+	60.353585951891894	52.49422419582591
hsa-mir-194-1	10.0	546.0	273.0	60.24325032857948	52.39825669272568	1:hsa;hsa-mir-194-1,220118157,220118241,-	30.12162516428974	26.19912834636284
hsa-mir-412	15.0	543.0	543.0	59.91224345864223	52.11035418342499	14:hsa;hsa-mir-412,101065447,101065537,+	59.91224345864223	52.11035418342499
hsa-mir-142	27.0	532.0	532.0	58.69855160220565	51.054711649322456	17:hsa;hsa-mir-142,58331232,58331318,-	58.69855160220565	51.054711649322456
hsa-mir-1224	22.0	525.0	524.125	57.92620223901873	50.382939127620844	3:hsa;hsa-mir-1224,184241405,184241489,+	57.82965856862037	50.298967562408144
hsa-mir-577	23.0	521.0	521.0	57.484859745769064	49.999069115219925	4:hsa;hsa-mir-577,114656759,114656854,+	57.484859745769064	49.999069115219925
hsa-mir-183	18.0	494.0	494.0	54.50579791633382	47.40794653151371	7:hsa;hsa-mir-183,129774905,129775014,-	54.50579791633382	47.40794653151371
hsa-mir-190a	21.0	479.0	479.0	52.850763566647565	45.96843398501026	15:hsa;hsa-mir-190a,62823957,62824041,+	52.850763566647565	45.96843398501026
hsa-mir-502	23.0	476.0	407.3333333333333	52.51975669671032	45.680531475709564	X:hsa;hsa-mir-502,50014598,50014683,+	44.943377229257706	39.090762929493756
hsa-mir-1306	32.0	470.0	470.0	51.857742956835814	45.104726457108185	22:hsa;hsa-mir-1306,20086058,20086142,+	51.857742956835814	45.104726457108185
hsa-mir-17	27.0	466.0	430.66666666666663	51.41640046358615	44.720856444707266	13:hsa;hsa-mir-17,91350605,91350688,+	47.51787510654742	41.33000466849913
hsa-mir-19b-1	16.0	463.0	231.33333333333334	51.0853935936489	44.43295393540657	13:hsa;hsa-mir-19b-1,91351192,91351278,+	25.52430752627238	22.20048238385325
hsa-mir-19b-2	16.0	463.0	231.33333333333334	51.0853935936489	44.43295393540657	X:hsa;hsa-mir-19b-2,134169671,134169766,-	25.52430752627238	22.20048238385325
hsa-mir-133a-2	24.0	456.0	227.66666666666669	50.31304423046198	43.76118141370496	20:hsa;hsa-mir-133a-2,62564912,62565013,+	25.119743574126854	21.84860153915241
hsa-mir-133a-1	24.0	456.0	227.66666666666669	50.31304423046198	43.76118141370496	18:hsa;hsa-mir-133a-1,21825698,21825785,-	25.119743574126854	21.84860153915241
hsa-mir-671	33.0	452.0	452.0	49.87170173721232	43.37731140130404	7:hsa;hsa-mir-671,151238421,151238538,+	49.87170173721232	43.37731140130404
hsa-mir-326	17.0	437.0	437.0	48.216667387526066	41.93779885480059	11:hsa;hsa-mir-326,75335092,75335186,-	48.216667387526066	41.93779885480059
hsa-mir-154	12.0	436.0	436.0	48.10633176421365	41.84183135170036	14:hsa;hsa-mir-154,101059755,101059838,+	48.10633176421365	41.84183135170036
hsa-mir-592	15.0	432.0	432.0	47.664989270963986	41.45796133929944	7:hsa;hsa-mir-592,127058088,127058184,-	47.664989270963986	41.45796133929944
hsa-mir-873	21.0	425.0	425.0	46.89263990777707	40.786188817597825	9:hsa;hsa-mir-873,28888879,28888955,-	46.89263990777707	40.786188817597825
hsa-mir-184	17.0	425.0	425.0	46.89263990777707	40.786188817597825	15:hsa;hsa-mir-184,79209788,79209871,+	46.89263990777707	40.786188817597825
hsa-mir-130a	16.0	376.0	376.0	41.486194365468656	36.08378116568655	11:hsa;hsa-mir-130a,57641198,57641286,+	41.486194365468656	36.08378116568655
hsa-mir-3059	16.0	368.0	368.0	40.60350937896932	35.31604114088471	12:hsa;hsa-mir-3059,86745068,86745149,-	40.60350937896932	35.31604114088471
hsa-mir-105-1	16.0	350.0	175.0	38.61746815934582	33.58862608508056	X:hsa;hsa-mir-105-1,152392219,152392299,-	19.30873407967291	16.79431304254028
hsa-mir-362	11.0	350.0	350.0	38.61746815934582	33.58862608508056	X:hsa;hsa-mir-362,50008964,50009028,+	38.61746815934582	33.58862608508056
hsa-mir-105-2	16.0	350.0	175.0	38.61746815934582	33.58862608508056	X:hsa;hsa-mir-105-2,152394412,152394492,-	19.30873407967291	16.79431304254028
hsa-mir-6511b-1	26.0	329.0	96.3	36.30042006978507	31.57330851997573	16:hsa;hsa-mir-6511b-1,15134066,15134150,-	10.625320524985721	9.241670548552166
hsa-mir-6511b-1	26.0	329.0	96.3	36.30042006978507	31.57330851997573	16:hsa;hsa-mir-6511b-1,2106669,2106753,-	10.625320524985721	9.241670548552166
hsa-mir-214	22.0	324.0	324.0	35.74874195322299	31.09347100447458	1:hsa;hsa-mir-214,172138798,172138907,-	35.74874195322299	31.09347100447458
hsa-mir-6511a-2	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-2,16324588,16324654,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-4	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-4,14925937,14926003,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-4	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-4,16324588,16324654,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-3	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-3,16368876,16368942,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-4	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-4,16368876,16368942,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-2	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-2,16368876,16368942,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-1	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-1,16324588,16324654,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-2	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-2,18344013,18344079,-	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-4	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-4,18344013,18344079,-	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-3	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-3,18344013,18344079,-	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-1	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-1,18344013,18344079,-	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-1	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-1,16368876,16368942,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-2	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-2,14925937,14926003,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-3	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-3,14925937,14926003,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-3	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-3,16324588,16324654,+	2.0417105568402185	1.7758350232774411
hsa-mir-6511a-1	24.0	295.0	18.504545454545454	32.549008877162905	28.310413414567904	16:hsa;hsa-mir-6511a-1,14925937,14926003,+	2.0417105568402185	1.7758350232774411
hsa-mir-337	13.0	289.0	289.0	31.886995137288405	27.73460839596652	14:hsa;hsa-mir-337,100874493,100874585,+	31.886995137288405	27.73460839596652
hsa-mir-876	10.0	282.0	282.0	31.11464577410149	27.062835874264913	9:hsa;hsa-mir-876,28863626,28863706,-	31.11464577410149	27.062835874264913
hsa-mir-135b	9.0	282.0	281.33333333333337	31.11464577410149	27.062835874264913	1:hsa;hsa-mir-135b,205448302,205448398,-	31.041088691893215	26.998857538864762
hsa-mir-1247	15.0	277.0	277.0	30.562967657539406	26.58299835876376	14:hsa;hsa-mir-1247,101560287,101560422,-	30.562967657539406	26.58299835876376
hsa-mir-1908	10.0	268.0	268.0	29.569947047727656	25.719290830861688	11:hsa;hsa-mir-1908,61815161,61815240,-	29.569947047727656	25.719290830861688
hsa-mir-491	15.0	267.0	267.0	29.45961142441524	25.623323327761458	9:hsa;hsa-mir-491,20716105,20716188,+	29.45961142441524	25.623323327761458
hsa-mir-1260a	3.0	267.0	267.0	29.45961142441524	25.623323327761458	14:hsa;hsa-mir-1260a,77266218,77266290,+	29.45961142441524	25.623323327761458
hsa-mir-877	17.0	265.0	257.2857142857143	29.238940177790408	25.431388321561	6:hsa;hsa-mir-877,30584332,30584417,+	28.387779655094622	24.69106758335922
hsa-mir-542	15.0	260.0	260.0	28.687262061228324	24.95155080605985	X:hsa;hsa-mir-542,134541341,134541437,-	28.687262061228324	24.95155080605985
hsa-mir-377	15.0	259.0	259.0	28.57692643791591	24.85558330295962	14:hsa;hsa-mir-377,101062050,101062118,+	28.57692643791591	24.85558330295962
hsa-mir-196b	19.0	251.0	250.33333333333334	27.694241451416573	24.087843278157777	7:hsa;hsa-mir-196b,27169480,27169563,-	27.6206843692083	24.023864942757623
hsa-mir-6511b-2	19.0	248.0	55.8	27.363234581479325	23.799940768857084	16:hsa;hsa-mir-6511b-2,15134075,15134145,-	6.156727780832847	5.354986672992844
hsa-mir-6511b-2	19.0	248.0	55.8	27.363234581479325	23.799940768857084	16:hsa;hsa-mir-6511b-2,2106678,2106748,-	6.156727780832847	5.354986672992844
hsa-mir-1298	14.0	238.0	238.0	26.25987834835516	22.840265737854782	X:hsa;hsa-mir-1298,114715233,114715344,+	26.25987834835516	22.840265737854782
hsa-mir-3605	17.0	233.0	233.0	25.708200231793075	22.360428222353633	1:hsa;hsa-mir-3605,33332393,33332492,-	25.708200231793075	22.360428222353633
hsa-mir-196a-2	9.0	231.0	130.83333333333331	25.487528985168243	22.168493216153173	12:hsa;hsa-mir-196a-2,53991738,53991847,+	14.435577383374508	12.555748322280113
hsa-mir-589	12.0	226.0	226.0	24.93585086860616	21.68865570065202	7:hsa;hsa-mir-589,5495819,5495917,-	24.93585086860616	21.68865570065202
hsa-mir-450b	5.0	222.0	222.0	24.494508375356492	21.3047856882511	X:hsa;hsa-mir-450b,134540185,134540262,-	24.494508375356492	21.3047856882511
hsa-mir-1296	13.0	212.0	212.0	23.391152142232325	20.3451106572488	10:hsa;hsa-mir-1296,63372957,63373048,-	23.391152142232325	20.3451106572488
hsa-mir-503	11.0	209.0	209.0	23.060145272295077	20.05720814794811	X:hsa;hsa-mir-503,134546328,134546398,-	23.060145272295077	20.05720814794811
hsa-mir-106a	16.0	203.0	167.66666666666666	22.398131532420575	19.481403129346727	X:hsa;hsa-mir-106a,134170198,134170278,-	18.499606175381853	16.090551353138594
hsa-mir-34b	11.0	202.0	202.0	22.28779590910816	19.385435626246498	11:hsa;hsa-mir-34b,111512938,111513021,+	22.28779590910816	19.385435626246498
hsa-mir-196a-1	7.0	200.0	99.83333333333333	22.067124662483327	19.193500620046038	17:hsa;hsa-mir-196a-1,48632490,48632559,-	11.015173060689593	9.58075572617298
hsa-mir-887	14.0	197.0	197.0	21.736117792546075	18.905598110745345	5:hsa;hsa-mir-887,15935182,15935260,+	21.736117792546075	18.905598110745345
hsa-mir-1343	13.0	194.0	194.0	21.405110922608827	18.617695601444655	11:hsa;hsa-mir-1343,34941837,34941920,+	21.405110922608827	18.617695601444655
hsa-mir-3173	10.0	190.0	190.0	20.96376842935916	18.233825589043736	14:hsa;hsa-mir-3173,95137919,95137986,-	20.96376842935916	18.233825589043736
hsa-mir-5010	15.0	188.0	188.0	20.743097182734328	18.041890582843276	17:hsa;hsa-mir-5010,42514188,42514307,+	20.743097182734328	18.041890582843276
hsa-mir-1250	7.0	187.0	187.0	20.63276155942191	17.945923079743043	17:hsa;hsa-mir-1250,81133196,81133308,-	20.63276155942191	17.945923079743043
hsa-mir-1468	10.0	187.0	187.0	20.63276155942191	17.945923079743043	X:hsa;hsa-mir-1468,63786002,63786087,-	20.63276155942191	17.945923079743043
hsa-mir-448	13.0	179.0	179.0	19.750076572922577	17.178183054941204	X:hsa;hsa-mir-448,114823454,114823564,+	19.750076572922577	17.178183054941204
hsa-mir-374c	8.0	173.0	105.0	19.088062833048077	16.60237803633982	X:hsa;hsa-mir-374c,74218549,74218618,+	11.585240447803747	10.07658782552417
hsa-mir-34c	8.0	164.0	164.0	18.095042223236327	15.73867050843775	11:hsa;hsa-mir-34c,111513439,111513515,+	18.095042223236327	15.73867050843775
hsa-mir-629	11.0	162.0	162.0	17.874370976611495	15.54673550223729	15:hsa;hsa-mir-629,70079372,70079468,-	17.874370976611495	15.54673550223729
hsa-mir-224	10.0	161.0	161.0	17.76403535329908	15.45076799913706	X:hsa;hsa-mir-224,151958578,151958658,-	17.76403535329908	15.45076799913706
hsa-mir-2682	10.0	158.0	158.0	17.433028483361827	15.162865489836369	1:hsa;hsa-mir-2682,98045242,98045351,-	17.433028483361827	15.162865489836369
hsa-mir-770	15.0	150.0	150.0	16.550343496862496	14.395125465034528	14:hsa;hsa-mir-770,100852390,100852487,+	16.550343496862496	14.395125465034528
hsa-mir-1179	9.0	150.0	150.0	16.550343496862496	14.395125465034528	15:hsa;hsa-mir-1179,88608107,88608197,+	16.550343496862496	14.395125465034528
hsa-mir-1271	6.0	150.0	150.0	16.550343496862496	14.395125465034528	5:hsa;hsa-mir-1271,176367946,176368031,+	16.550343496862496	14.395125465034528
hsa-mir-9985	9.0	148.0	74.0	16.32967225023766	14.203190458834067	Y:hsa;hsa-mir-9985,4606120,4606228,+	8.16483612511883	7.1015952294170335
hsa-mir-193b	8.0	143.0	143.0	15.777994133675579	13.723352943332916	16:hsa;hsa-mir-193b,14303967,14304049,+	15.777994133675579	13.723352943332916
hsa-mir-3065	12.0	142.0	142.0	15.667658510363161	13.627385440232686	17:hsa;hsa-mir-3065,81125877,81125955,+	15.667658510363161	13.627385440232686
hsa-mir-940	4.0	141.0	141.0	15.557322887050745	13.531417937132456	16:hsa;hsa-mir-940,2271747,2271840,+	15.557322887050745	13.531417937132456
hsa-mir-2355	9.0	141.0	141.0	15.557322887050745	13.531417937132456	2:hsa;hsa-mir-2355,207109987,207110073,-	15.557322887050745	13.531417937132456
hsa-mir-320d-1	12.0	136.0	68.83333333333333	15.005644770488662	13.051580421631305	13:hsa;hsa-mir-320d-1,40727816,40727887,-	7.594768738004678	6.605763130065844
hsa-mir-6842	7.0	133.0	133.0	14.674637900551412	12.763677912330614	8:hsa;hsa-mir-6842,27433370,27433434,+	14.674637900551412	12.763677912330614
